﻿code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl
07266;Sainte-Marguerite-Lafigère;07;1038;357;5476;2240;9
07267;Saint-Martial;07;980;446;7732;3006;9
07268;Saint-Martin-d'Ardèche;07;615;302;1751;975;9
07269;Saint-Martin-de-Valamas;07;885;354;4614;1947;9
07270;Saint-Martin-sur-Lavezon;07;607;319;1892;1023;9
07272;Saint-Maurice-d'Ardèche;07;704;318;2201;1128;9
07273;Saint-Maurice-d'Ibie;07;668;318;2277;1153;9
07274;Saint-Maurice-en-Chalencon;07;938;385;3810;1674;9
07275;Saint-Mélany;07;991;355;4113;1777;9
07276;Saint-Michel-d'Aurance;07;892;388;5564;2270;9
07277;Saint-Michel-de-Boulogne;07;892;360;3783;1665;9
07278;Saint-Michel-de-Chabrillanoux;07;864;318;3578;1595;9
07279;Saint-Montan;07;593;307;2312;1165;9
07280;Saint-Paul-le-Jeune;07;871;324;3241;1481;9
07281;Saint-Péray;07;850;309;2875;1357;46
07282;Saint-Pierre-de-Colombier;07;902;347;4930;2054;9
07283;Saint-Pierre-la-Roche;07;615;347;2022;1067;9
07284;Saint-Pierre-Saint-Jean;07;856;335;3519;1575;9
07285;Saint-Pierre-sur-Doux;07;974;465;5308;2183;9
07286;Saint-Pierreville;07;936;377;5359;2200;9
07287;Saint-Pons;07;628;336;2044;1074;9
07288;Saint-Priest;07;684;346;2664;1285;9
07289;Saint-Privat;07;682;319;2748;1314;9
07290;Saint-Prix;07;902;413;4348;1857;9
07291;Saint-Remèze;07;625;338;2413;1200;9
07292;Saint-Romain-d'Ay;07;884;354;2994;1397;9
07293;Saint-Romain-de-Lerps;07;831;383;2905;1367;9
07294;Saint-Sauveur-de-Cruzières;07;713;311;2026;1068;9
07295;Saint-Sauveur-de-Montagut;07;911;319;3252;1485;9
07296;Saint-Sernin;07;687;313;2060;1080;9
07297;Saint-Sylvestre;07;750;340;2856;1350;9
07298;Saint-Symphorien-sous-Chomérac;07;636;309;2372;1186;9
07299;Saint-Symphorien-de-Mahun;07;954;409;4371;1865;9
07300;Saint-Thomé;07;589;310;1898;1025;9
07301;Saint-Victor;07;867;382;3161;1453;9
07302;Saint-Vincent-de-Barrès;07;598;325;2012;1063;9
07303;Saint-Vincent-de-Durfort;07;826;343;3093;1431;9
07304;Salavas;07;703;306;2129;1103;9
07305;Les Salelles;07;828;317;3509;1572;9
07306;Sampzon;07;741;307;2204;1129;9
07307;Sanilhac;07;962;352;3395;1533;9
07308;Sarras;07;789;309;1722;965;9
07309;Satillieu;07;943;360;3047;1415;9
07310;Savas;07;921;371;2994;1397;9
07311;Sceautres;07;617;355;2021;1067;9
07312;Sécheras;07;782;348;2462;1216;9
07313;Serrières;07;817;310;2288;1157;9
07314;Silhac;07;949;379;4003;1739;9
07315;La Souche;07;926;364;4551;1926;9
07316;Soyons;07;661;307;3167;1456;46
07317;Talencieux;07;777;337;2430;1205;9
07318;Tauriers;07;892;347;3354;1519;9
07319;Le Teil;07;561;303;1076;745;9
07321;Thorrenc;07;729;323;2480;1222;9
07322;Thueyts;07;906;354;3712;1641;9
07323;Toulaud;07;848;323;3274;1492;46
07324;Tournon-sur-Rhône;07;688;308;1846;1007;9
07325;Ucel;07;833;321;3459;1555;9
07326;Usclades-et-Rieutord;07;914;558;5769;2339;9
07327;Uzer;07;760;312;2888;1361;9
07328;Vagnas;07;692;307;2209;1130;9
07329;Valgorge;07;933;375;3706;1639;9
07330;Vallon-Pont-d'Arc;07;705;307;2068;1082;9
07331;Vals-les-Bains;07;896;330;4153;1791;9
07332;Valvignères;07;646;314;1798;991;9
07333;Vanosc;07;997;390;4114;1777;9
07334;Les Vans;07;926;314;3013;1403;9
07335;Vaudevant;07;905;382;3665;1625;9
07336;Vernon;07;821;332;3095;1431;9
07337;Vernosc-lès-Annonay;07;834;345;2693;1295;9
07338;Vernoux-en-Vivarais;07;900;377;2997;1398;9
07339;Vesseaux;07;818;327;3146;1449;9
07340;Veyras;07;674;348;2319;1168;9
07341;Villeneuve-de-Berg;07;712;332;1835;1003;9
07342;Villevocance;07;954;348;3541;1583;9
07343;Vinezac;07;838;323;2904;1366;9
07344;Vinzieux;07;876;354;3171;1457;9
07345;Vion;07;768;309;2261;1148;46
07346;Viviers;07;568;302;1877;1017;9
07347;Vocance;07;954;362;4055;1757;9
07348;Vogüé;07;696;311;2148;1110;9
07349;La Voulte-sur-Rhône;07;819;305;2638;1276;9
08001;Acy-Romance;08;453;304;1244;803;9
08003;Aiglemont;08;526;322;1776;983;9
08004;Aire;08;493;303;1462;877;9
08005;Alincourt;08;430;305;1303;823;9
08006;Alland'Huy-et-Sausseuil;08;462;305;1768;981;9
08008;Amagne;08;461;304;2248;1144;9
08010;Ambly-Fleury;08;462;304;1617;929;9
08011;Anchamps;08;565;310;2099;1093;9
08013;Angecourt;08;456;313;1942;1040;9
08014;Annelles;08;431;307;1352;839;9
08015;Antheny;08;540;318;1764;979;9
08016;Aouste;08;553;315;2032;1070;9
08017;Apremont;08;459;313;1579;916;9
08018;Ardeuil-et-Montfauxelles;08;448;307;1437;868;9
08019;Les Grandes-Armoises;08;437;318;1635;935;9
08020;Les Petites-Armoises;08;463;313;1655;942;9
08021;Arnicourt;08;473;306;1499;889;9
08022;Arreux;08;506;323;1931;1036;9
08023;Artaise-le-Vivier;08;434;317;1735;969;9
08024;Asfeld;08;495;302;1764;979;9
08025;Attigny;08;463;304;2066;1082;9
08026;Aubigny-les-Pothées;08;518;316;2745;1312;9
08027;Auboncourt-Vauzelles;08;432;304;1836;1004;9
08028;Aubrives;08;572;306;1467;878;9
08029;Auflance;08;605;316;2218;1133;9
08030;Auge;08;536;322;1664;945;9
08031;Aure;08;403;310;1251;805;9
08032;Aussonce;08;423;306;1472;880;9
08033;Authe;08;474;313;1717;963;9
08034;Autrecourt-et-Pourron;08;517;312;1913;1030;9
08035;Autruche;08;478;313;1700;958;9
08036;Autry;08;434;307;1423;864;9
08037;Auvillers-les-Forges;08;553;327;1694;955;9
08038;Avançon;08;463;305;1368;845;9
08039;Avaux;08;486;303;1606;926;9
08040;Les Ayvelles;08;409;311;2040;1073;9
08041;Baâlons;08;415;314;2081;1087;9
08043;Balan;08;469;311;1818;998;9
08044;Balham;08;495;302;1498;889;9
08045;Ballay;08;438;307;1534;901;9
08046;Banogne-Recouvrance;08;501;309;1509;893;9
08047;Barbaise;08;431;317;1725;966;9
08048;Barby;08;475;304;1350;839;9
08049;Bar-lès-Buzancy;08;483;314;1667;946;9
08052;Bayonville;08;459;319;1714;962;9
08053;Bazeilles;08;508;313;1834;1003;9
08055;Beaumont-en-Argonne;08;476;313;1750;975;9
08056;Beffu-et-le-Morthomme;08;443;311;1607;926;9
08057;Belleville-et-Châtillon-sur-Bar;08;469;312;1773;982;9
08058;Belval;08;461;311;1974;1051;9
08059;Belval-Bois-des-Dames;08;469;321;1618;930;9
08060;Bergnicourt;08;443;304;1437;868;9
08061;La Berlière;08;449;318;1607;926;9
08062;Bertoncourt;08;433;306;1456;875;9
08063;La Besace;08;458;319;1223;795;9
08064;Biermes;08;449;303;1238;801;9
08065;Bièvres;08;580;319;1895;1024;9
08066;Bignicourt;08;421;305;1353;840;9
08067;Blagny;08;608;313;1948;1042;9
08069;Blanchefosse-et-Bay;08;537;322;1607;926;46
08070;Blanzy-la-Salonnaise;08;497;302;1326;830;9
08071;Blombay;08;528;327;2244;1142;9
08073;Bossus-lès-Rumigny;08;537;315;1621;931;9
08074;Bouconville;08;424;309;1296;820;9
08075;Boult-aux-Bois;08;440;313;1776;983;9
08076;Boulzicourt;08;402;312;1967;1048;9
08077;Bourcq;08;425;311;1451;873;9
08078;Bourg-Fidèle;08;566;339;1687;953;9
08080;Bouvellemont;08;410;322;2050;1076;9
08081;Bogny-sur-Meuse;08;587;309;1316;827;9
08082;Brécy-Brières;08;461;308;1530;900;9
08083;Brévilly;08;544;312;2014;1064;9
08084;Brienne-sur-Aisne;08;479;302;1430;866;9
08085;Brieulles-sur-Bar;08;471;315;1684;952;9
08086;Briquenay;08;441;314;2026;1068;9
08087;Brognon;08;565;328;1971;1050;9
08088;Bulson;08;433;327;1927;1035;9
08089;Buzancy;08;484;314;1630;934;9
08090;Carignan;08;623;313;1945;1041;9
08092;Cauroy;08;417;306;1195;786;9
08094;Cernion;08;524;318;2421;1202;9
08095;Chagny;08;416;317;1839;1005;9
08096;Chalandry-Elaire;08;411;311;2209;1130;9
08097;Challerange;08;460;307;1551;907;9
08098;Champigneulle;08;447;312;1660;944;9
08099;Champigneul-sur-Vence;08;404;312;1841;1005;9
08100;Champlin;08;540;323;1842;1006;9
08101;La Chapelle;08;559;330;1970;1049;9
08102;Chappes;08;480;308;1477;882;46
08103;Charbogne;08;462;305;1788;987;9
08104;Chardeny;08;430;306;1556;908;9
08105;Charleville-Mézières;08;535;311;1885;1020;9
08106;Charnois;08;570;307;1690;954;9
08107;Château-Porcien;08;493;303;1224;796;9
08109;Chatel-Chéhéry;08;454;313;1237;800;9
08110;Le Châtelet-sur-Sormonne;08;564;313;2028;1069;9
08111;Le Châtelet-sur-Retourne;08;438;304;1511;893;9
08113;Chaumont-Porcien;08;502;311;1541;904;46
08115;Chémery-Chéhéry;08;436;312;1850;1008;9
08116;Bairon et ses environs;08;423;312;1655;942;9
08117;Chesnois-Auboncourt;08;428;308;1799;991;9
08119;Cheveuges;08;442;313;1933;1037;9
08120;Chevières;08;440;308;1389;852;9
08121;Chilly;08;625;319;2105;1095;9
08122;Chooz;08;574;306;1626;932;9
08123;Chuffilly-Roche;08;432;305;1665;946;9
08124;Clavy-Warby;08;456;312;2031;1070;9
08125;Cliron;08;499;313;1997;1058;9
08126;Condé-lès-Herpy;08;493;303;1324;830;9
08128;Condé-lès-Autry;08;432;308;1472;880;9
08130;Contreuve;08;422;307;1425;864;9
08131;Cornay;08;445;316;1425;864;9
08132;Corny-Machéroménil;08;463;307;1630;934;9
08133;Coucy;08;458;304;1669;947;9
08134;Coulommes-et-Marqueny;08;429;306;1609;927;9
08135;La Croix-aux-Bois;08;436;316;1672;948;9
08136;Daigny;08;468;314;1924;1034;9
08137;Damouzy;08;507;314;1891;1022;9
08138;Les Deux-Villes;08;598;319;2000;1059;9
08139;Deville;08;575;311;1492;887;9
08140;Dom-le-Mesnil;08;433;312;1970;1049;9
08141;Dommery;08;455;315;1626;932;9
08142;Donchery;08;508;311;1847;1007;9
08143;Doumely-Bégny;08;478;306;1543;904;46
08144;Doux;08;454;303;1404;857;9
08145;Douzy;08;530;312;2177;1119;9
08146;Draize;08;479;312;1555;908;46
08147;Dricourt;08;421;308;1376;847;9
08148;L'Écaille;08;454;303;1375;847;9
08149;L'Échelle;08;542;315;2578;1256;9
08150;Écly;08;483;303;1396;854;9
08151;Écordal;08;460;306;1566;912;9
08153;Escombres-et-le-Chesnois;08;556;321;1962;1047;9
08154;Estrebay;08;543;315;2006;1061;9
08155;Étalle;08;562;319;2107;1096;9
08156;Éteignières;08;564;330;1887;1021;9
08158;Étrépigny;08;400;314;2075;1085;9
08159;Euilly-et-Lombut;08;580;316;1943;1040;9
08160;Évigny;08;392;315;1926;1034;9
08161;Exermont;08;463;311;1624;932;9
08162;Fagnon;08;431;313;1903;1026;9
08163;Faissault;08;433;315;1611;927;9
08164;Falaise;08;465;307;1554;908;9
08165;Faux;08;461;307;1987;1055;9
08166;Fépin;08;578;309;1648;940;9
08167;La Férée;08;552;320;1725;966;46
08168;La Ferté-sur-Chiers;08;595;313;1983;1054;9
08169;Flaignes-Havys;08;533;322;2374;1187;9
08170;Fleigneux;08;559;324;1988;1055;9
08171;Fléville;08;453;310;1523;897;9
08172;Fligny;08;562;320;1666;946;9
08173;Flize;08;400;314;2025;1068;9
08174;Floing;08;441;311;1658;943;9
08175;Foisches;08;531;312;1563;911;9
08176;Fossé;08;458;326;1656;943;9
08178;Fraillicourt;08;517;314;1515;895;9
08179;Francheval;08;583;317;1970;1049;9
08180;La Francheville;08;405;311;2128;1103;9
08182;Le Fréty;08;522;315;1601;924;46
08183;Fromelennes;08;585;309;1884;1020;9
08184;Fromy;08;612;313;2152;1111;9
08185;Fumay;08;575;309;2367;1184;9
08186;Germont;08;476;313;1776;983;9
08187;Gernelle;08;452;322;1791;988;9
08188;Gespunsart;08;567;316;1756;976;9
08189;Girondelle;08;558;321;2376;1187;9
08190;Givet;08;552;306;1529;899;9
08191;Givonne;08;540;316;1980;1053;9
08192;Givron;08;484;308;1516;895;46
08193;Givry;08;463;304;1783;986;9
08194;Glaire;08;435;311;1743;972;9
08195;Gomont;08;498;305;1542;904;9
08196;Grandchamp;08;460;314;1562;910;9
08197;Grandham;08;471;307;1388;852;9
08198;Grandpré;08;447;307;1236;800;9
08199;La Grandville;08;508;321;1786;987;9
08200;Grivy-Loisy;08;431;306;1334;833;9
08201;Gruyères;08;434;318;1838;1004;9
08202;Gué-d'Hossus;08;577;331;1805;993;9
08203;Guignicourt-sur-Vence;08;419;312;1983;1053;9
08204;Guincourt;08;424;310;1982;1053;9
08205;Hagnicourt;08;425;315;1485;884;9
08206;Ham-les-Moines;08;512;311;2003;1060;9
08207;Ham-sur-Meuse;08;572;309;1563;911;9
08208;Hannappes;08;534;314;1567;912;9
08209;Hannogne-Saint-Martin;08;431;314;1974;1050;9
08210;Hannogne-Saint-Rémy;08;508;309;1491;887;9
08211;Haraucourt;08;461;313;1981;1053;9
08212;Harcy;08;587;322;1981;1053;9
08214;Hargnies;08;578;330;1689;954;9
08215;Harricourt;08;479;314;1694;955;9
08216;Haudrecy;08;465;311;2001;1060;9
08217;Haulmé;08;588;310;1508;892;9
08218;Les Hautes-Rivières;08;617;312;1355;840;9
08219;Hauteville;08;492;304;1513;894;9
08220;Hauviné;08;409;307;1242;802;9
08222;Haybes;08;577;307;1564;911;9
08223;Herbeuval;08;627;319;2230;1137;9
08225;Herpy-l'Arlésienne;08;498;303;1385;850;9
08226;Hierges;08;573;308;1371;846;9
08228;La Horgne;08;407;318;1978;1052;9
08229;Houdilcourt;08;457;302;1487;885;9
08230;Houldizy;08;493;311;1886;1021;9
08232;Illy;08;553;321;2130;1104;9
08233;Imécourt;08;451;314;1720;964;9
08234;Inaumont;08;480;306;1466;878;9
08235;Issancourt-et-Rumel;08;432;315;1758;977;9
08236;Jandun;08;438;316;1630;934;9
08237;Joigny-sur-Meuse;08;563;310;1544;904;9
08238;Jonval;08;413;320;1970;1049;9
08239;Juniville;08;432;305;1273;813;9
08240;Justine-Herbigny;08;498;305;1579;916;46
08242;Laifour;08;575;309;2212;1131;9
08243;Lalobbe;08;478;306;1755;976;46
08244;Lametz;08;421;316;1741;971;9
08245;Lançon;08;473;307;1427;865;9
08246;Landres-et-Saint-Georges;08;455;315;1756;976;9
08247;Landrichamps;08;572;310;1660;944;9
08248;Launois-sur-Vence;08;440;317;1429;866;9
08249;Laval-Morency;08;549;316;2100;1093;9
08250;Leffincourt;08;421;308;1415;861;9
08251;Lépron-les-Vallées;08;484;319;2222;1135;9
08252;Létanne;08;516;313;1861;1012;9
08254;Liart;08;572;320;1836;1004;46
08255;Linay;08;607;313;2054;1078;9
08256;Liry;08;409;308;1423;863;9
08257;Logny-Bogny;08;537;316;2126;1102;9
08259;Longwé;08;435;310;1634;935;9
08260;Lonny;08;499;314;1987;1055;9
08262;Lucquy;08;459;304;2010;1063;9
08263;Lumes;08;416;316;1855;1010;9
08264;Machault;08;418;309;1216;793;9
08268;Maisoncelle-et-Villers;08;439;326;1825;1000;9
08269;Malandry;08;547;315;1907;1028;9
08271;Manre;08;408;309;1452;873;9
08272;Maranwez;08;514;317;1658;943;46
08273;Marby;08;532;329;2257;1147;9
08274;Marcq;08;443;313;1350;838;9
08275;Margny;08;629;322;2179;1120;9
08276;Margut;08;599;313;2211;1131;9
08277;Marlemont;08;520;325;1819;998;9
08278;Marquigny;08;413;314;1746;973;9
08279;Mars-sous-Bourcq;08;431;306;1447;871;9
08280;Marvaux-Vieux;08;450;312;1438;868;9
08281;Matton-et-Clémency;08;603;315;1838;1004;9
08282;Maubert-Fontaine;08;568;326;2004;1061;9
08283;Mazerny;08;421;309;1760;978;9
08284;Les Mazures;08;569;333;3236;1479;9
08286;Ménil-Annelles;08;427;306;1364;843;9
08287;Ménil-Lépinois;08;441;306;1358;841;9
08288;Mesmont;08;457;307;1548;906;9
08289;Messincourt;08;570;318;1931;1036;9
08291;Mogues;08;608;326;2258;1147;9
08293;Moiry;08;589;313;2359;1181;9
08294;La Moncelle;08;461;314;1882;1019;9
08295;Mondigny;08;419;316;1647;939;9
08296;Montcheutin;08;430;309;1312;826;9
08297;Montcornet;08;583;323;1980;1053;9
08298;Montcy-Notre-Dame;08;512;312;1812;995;9
08300;Le Mont-Dieu;08;457;311;1642;938;9
08301;Montgon;08;419;316;1700;957;9
08302;Monthermé;08;607;309;1503;891;9
08303;Monthois;08;417;310;1482;883;9
08304;Montigny-sur-Meuse;08;577;307;1528;899;9
08305;Montigny-sur-Vence;08;421;314;1890;1022;9
08306;Mont-Laurent;08;432;307;1470;879;9
08307;Montmeillant;08;503;311;1520;896;46
08308;Mont-Saint-Martin;08;414;310;1442;870;9
08309;Mont-Saint-Remy;08;421;306;1343;836;9
08310;Mouron;08;460;309;1468;879;9
08311;Mouzon;08;540;312;1896;1024;9
08312;Murtin-et-Bogny;08;592;323;2021;1067;9
08313;Nanteuil-sur-Aisne;08;449;304;1345;837;9
08314;Neuflize;08;434;304;1128;763;9
08315;Neufmaison;08;464;326;2095;1092;9
08316;Neufmanil;08;567;314;1719;964;9
08317;La Neuville-à-Maire;08;449;312;1708;960;9
08318;La Neuville-aux-Joûtes;08;563;322;1576;915;9
08319;Neuville-lez-Beaulieu;08;567;323;1752;975;9
08320;La Neuville-en-Tourne-à-Fuy;08;418;309;1866;1014;9
08321;Neuville-Day;08;428;309;1731;968;9
08322;Neuville-lès-This;08;439;311;2026;1068;9
08323;La Neuville-lès-Wasigny;08;471;307;1595;922;46
08324;Neuvizy;08;431;318;1545;905;9
08325;Noirval;08;433;312;1704;959;9
08326;Nouart;08;468;318;1661;944;9
08327;Nouvion-sur-Meuse;08;431;311;1945;1041;9
08328;Nouzonville;08;560;310;1512;894;9
08329;Novion-Porcien;08;473;307;1587;919;9
08330;Novy-Chevrières;08;463;306;1573;914;9
08331;Noyers-Pont-Maugis;08;458;317;1882;1019;9
08332;Oches;08;446;317;1614;928;9
08333;Olizy-Primat;08;460;306;1539;903;9
08334;Omicourt;08;439;312;1927;1035;9
08335;Omont;08;412;323;1825;1000;9
08336;Osnes;08;586;313;1931;1036;9
08338;Pauvres;08;424;307;1322;829;9
08339;Perthes;08;432;304;1325;830;9
08340;Poilcourt-Sydney;08;454;302;1528;899;9
08341;Poix-Terron;08;410;314;2152;1111;9
08342;Pouru-aux-Bois;08;548;312;1987;1055;9
08343;Pouru-Saint-Remy;08;561;313;2008;1062;9
08344;Prez;08;552;318;2009;1062;9
08346;Prix-lès-Mézières;08;418;311;1931;1036;9
08347;Puilly-et-Charbeaux;08;616;318;2199;1127;9
08348;Puiseux;08;433;313;1666;946;9
08349;Pure;08;580;317;1897;1024;9
08350;Quatre-Champs;08;434;309;1641;937;9
08351;Quilly;08;425;306;1597;922;9
08352;Raillicourt;08;426;317;1731;968;9
08353;Rancennes;08;559;312;1637;936;9
08354;Raucourt-et-Flaba;08;457;315;2077;1085;9
08355;Regniowez;08;569;334;2167;1116;9
08356;Remaucourt;08;486;308;1398;855;46
08357;Remilly-Aillicourt;08;509;313;1940;1039;9
08358;Remilly-les-Pothées;08;507;312;2044;1074;9
08360;Renneville;08;519;309;1533;901;9
08361;Renwez;08;544;311;2021;1067;9
08362;Rethel;08;449;303;1077;746;9
08363;Revin;08;582;309;2030;1070;9
08364;Rilly-sur-Aisne;08;458;305;1778;984;9
08365;Rimogne;08;553;323;1929;1035;9
08366;Rocquigny;08;517;311;1323;830;46
08367;Rocroi;08;587;311;1741;971;9
08368;Roizy;08;456;303;1306;824;9
08369;La Romagne;08;503;314;1387;851;46
08370;Rouvroy-sur-Audry;08;535;313;2093;1091;9
08372;Rubigny;08;507;310;1537;902;9
08373;Rumigny;08;541;315;1610;927;9
08374;La Sabotterie;08;418;317;1814;996;9
08375;Sachy;08;578;313;1940;1039;9
08376;Sailly;08;567;312;1963;1047;9
08377;Saint-Aignan;08;442;312;1970;1049;9
08378;Saint-Clément-à-Arnes;08;405;306;1308;825;9
08379;Saint-Étienne-à-Arnes;08;409;307;1333;833;9
08380;Saint-Fergeux;08;492;305;1317;827;9
08381;Saint-Germainmont;08;495;304;1918;1032;9
08382;Saint-Jean-aux-Bois;08;519;316;1590;920;46
08383;Saint-Juvin;08;449;311;1840;1005;9
08384;Saint-Lambert-et-Mont-de-Jeux;08;462;306;1788;987;9
08385;Saint-Laurent;08;436;322;1815;996;9
08386;Saint-Loup-en-Champagne;08;458;304;1377;848;9
08387;Saint-Loup-Terrier;08;426;310;2333;1172;9
08388;Saint-Marceau;08;405;311;2636;1275;9
08389;Saint-Marcel;08;503;314;2021;1067;9
08390;Sainte-Marie;08;428;306;1460;876;9
08391;Saint-Menges;08;527;315;1841;1005;9
08392;Saint-Morel;08;423;308;1520;896;9
08393;Saint-Pierre-à-Arnes;08;406;307;1322;829;9
08394;Saint-Pierremont;08;452;319;1620;930;9
08395;Saint-Pierre-sur-Vence;08;403;313;1945;1041;9
08396;Saint-Quentin-le-Petit;08;518;309;1570;913;9
08397;Saint-Remy-le-Petit;08;446;304;1413;860;9
08398;Sainte-Vaubourg;08;437;305;1802;992;9
08399;Sapogne-sur-Marche;08;607;316;2242;1141;9
08400;Sapogne-et-Feuchères;08;412;320;2136;1106;9
08401;Saulces-Champenoises;08;433;305;1387;851;9
08402;Saulces-Monclin;08;433;307;1672;948;9
08403;Sault-lès-Rethel;08;437;303;1178;780;9
08404;Sault-Saint-Remy;08;457;303;1394;853;9
08405;Sauville;08;420;313;1230;798;9
08406;Savigny-sur-Aisne;08;457;306;1645;939;9
08407;Séchault;08;455;307;1403;857;9
08408;Sécheval;08;559;323;1966;1048;9
08409;Sedan;08;461;311;1717;963;9
08410;Semide;08;415;309;1277;814;9
08411;Semuy;08;460;304;1776;983;9
08412;Senuc;08;473;309;1382;850;9
08413;Seraincourt;08;506;313;1203;789;46
08415;Sery;08;473;309;1646;939;9
08416;Seuil;08;460;304;1421;863;9
08417;Sévigny-la-Forêt;08;627;338;1872;1016;9
08418;Sévigny-Waleppe;08;540;309;1666;946;9
08419;Signy-l'Abbaye;08;509;310;1171;778;46
08420;Signy-le-Petit;08;566;322;1927;1034;9
08421;Signy-Montlibert;08;602;319;2157;1113;9
08422;Singly;08;410;322;1976;1051;9
08424;Sommauthe;08;461;323;1496;888;9
08425;Sommerance;08;454;311;1700;957;9
08426;Son;08;476;306;1467;878;46
08427;Sorbon;08;469;305;1377;848;9
08428;Sorcy-Bauthémont;08;462;307;1837;1004;9
08429;Sormonne;08;525;313;1996;1058;9
08430;Stonne;08;445;334;1547;906;9
08431;Sugny;08;421;306;1461;876;9
08432;Sury;08;465;320;1998;1059;9
08433;Suzanne;08;426;308;1759;978;9
08434;Sy;08;435;314;1655;942;9
08435;Tagnon;08;443;305;1233;799;9
08436;Taillette;08;574;337;1867;1014;9
08437;Tailly;08;467;319;1638;936;9
08438;Taizy;08;463;303;1302;822;9
08439;Tannay;08;458;316;1607;926;9
08440;Tarzy;08;564;322;1735;969;9
08444;Tétaigne;08;554;312;1946;1041;9
08445;Thelonne;08;442;311;1892;1023;9
08446;Thénorgues;08;450;314;1739;971;9
08448;Thilay;08;610;311;1545;905;9
08449;Thin-le-Moutier;08;462;317;2368;1184;9
08450;This;08;457;313;2002;1060;9
08451;Le Thour;08;494;305;1571;914;9
08452;Thugny-Trugny;08;458;304;1133;765;9
08453;Toges;08;435;310;1627;933;9
08454;Touligny;08;422;323;1901;1026;9
08455;Tourcelles-Chaumont;08;425;307;1530;900;9
08456;Tournavaux;08;592;310;1534;901;9
08457;Tournes;08;487;312;1999;1059;9
08458;Tourteron;08;424;316;1815;997;9
08459;Tremblois-lès-Carignan;08;602;325;2148;1110;9
08460;Tremblois-lès-Rocroi;08;530;327;2004;1061;9
08461;Vandy;08;461;307;1626;932;9
08462;Vaux-Champagne;08;436;309;1606;925;9
08463;Vaux-en-Dieulet;08;462;317;1566;912;9
08464;Vaux-lès-Mouron;08;455;307;1440;869;9
08465;Vaux-lès-Rubigny;08;509;310;1514;894;9
08466;Vaux-lès-Mouzon;08;563;325;1936;1038;9
08467;Vaux-Montreuil;08;430;310;1762;978;9
08468;Vaux-Villaine;08;507;316;2258;1147;9
08469;Vendresse;08;446;312;1778;984;9
08470;Verpel;08;449;312;1704;959;9
08471;Verrières;08;441;314;1658;943;9
08472;Viel-Saint-Remy;08;446;315;1481;883;9
08473;Vieux-lès-Asfeld;08;486;302;1634;935;9
08476;Villers-devant-le-Thour;08;477;304;1644;939;9
08477;Villers-devant-Mouzon;08;518;312;1939;1039;9
08478;Villers-le-Tilleul;08;409;324;1944;1040;9
08479;Villers-le-Tourneur;08;433;321;1597;923;9
08480;Villers-Semeuse;08;414;313;1850;1008;9
08481;Villers-sur-Bar;08;433;312;1923;1033;9
08482;Villers-sur-le-Mont;08;408;327;2020;1066;9
08483;Ville-sur-Lumes;08;423;311;1796;990;9
08484;Ville-sur-Retourne;08;422;306;1366;844;9
08485;Villy;08;603;313;2012;1063;9
08486;Vireux-Molhain;08;575;307;1142;768;9
08487;Vireux-Wallerand;08;572;308;1254;806;9
08488;Vivier-au-Court;08;401;313;1596;922;9
08489;Voncq;08;461;309;1794;989;9
08490;Vouziers;08;476;307;1372;846;9
08491;Vrigne aux Bois;08;425;314;1743;972;9
08492;Vrigne-Meuse;08;429;311;1845;1007;9
08494;Wadelincourt;08;428;311;1810;995;9
08496;Wagnon;08;452;315;1397;855;9
08497;Warcq;08;475;310;1910;1029;9
08498;Warnécourt;08;405;314;1879;1018;9
08499;Wasigny;08;495;306;1581;917;46
08500;Wignicourt;08;425;309;1843;1006;9
08501;Williers;08;613;329;2784;1326;9
08502;Yoncq;08;472;313;1686;953;9
08503;Yvernaumont;08;406;315;1987;1055;9
09001;Aigues-Juntes;09;823;344;2858;1351;9
09002;Aigues-Vives;09;769;347;2336;1173;9
09003;L'Aiguillon;09;770;354;2279;1154;9
09004;Albiès;09;1055;371;4692;1973;9
09005;Aleu;09;852;411;3791;1667;9
09006;Alliat;09;835;377;4177;1799;9
09007;Allières;09;815;368;3182;1461;9
09008;Alos;09;860;397;3695;1635;9
09009;Alzen;09;974;406;3529;1579;9
09011;Antras;09;1087;467;4565;1930;9
09012;Appy;09;884;380;4049;1755;9
09013;Arabaux;09;864;344;2733;1308;9
09014;Argein;09;874;367;3839;1684;9
09015;Arignac;09;871;355;4227;1816;9
09016;Arnave;09;864;373;3820;1677;9
09017;Arrien-en-Bethmale;09;964;397;3986;1734;9
09018;Arrout;09;868;384;3554;1587;9
09019;Artigat;09;839;324;2462;1216;9
09020;Artigues;09;983;529;3472;1559;9
09021;Artix;09;890;354;2596;1262;9
09022;Arvigna;09;877;334;2132;1104;9
09023;Ascou;09;1047;497;3640;1616;9
09024;Aston;09;1051;373;4785;2005;9
09025;Aucazein;09;874;370;3782;1665;9
09026;Audressein;09;871;362;4015;1744;9
09027;Augirein;09;888;386;3831;1681;9
09029;Aulus-les-Bains;09;994;410;5400;2214;9
09030;Auzat;09;1016;409;4282;1834;9
09031;Axiat;09;889;446;3994;1737;9
09032;Ax-les-Thermes;09;1033;405;3600;1603;9
09033;Bagert;09;862;367;3117;1439;9
