﻿code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl
55360;Mouilly;55;558;327;1707;960;9
55361;Moulainville;55;548;323;1686;953;9
55362;Moulins-Saint-Hubert;55;535;315;1893;1023;9
55363;Moulotte;55;786;317;1640;937;9
55364;Mouzay;55;532;313;1532;900;9
55365;Murvaux;55;528;316;1883;1020;9
55366;Val-d'Ornain;55;422;313;1974;1051;9
55367;Muzeray;55;710;321;1823;999;46
55368;Naives-en-Blois;55;597;329;2270;1151;9
55369;Naives-Rosières;55;432;319;2112;1097;9
55370;Naix-aux-Forges;55;508;321;1998;1059;9
55371;Nançois-le-Grand;55;474;318;2269;1151;9
55372;Nançois-sur-Ornain;55;449;318;2116;1099;9
55373;Nant-le-Grand;55;416;322;2421;1202;9
55374;Nant-le-Petit;55;424;323;2622;1271;9
55375;Nantillois;55;470;319;1701;958;9
55376;Nantois;55;475;324;2051;1077;9
55377;Nepvant;55;533;314;1718;963;9
55378;Nettancourt;55;419;310;1590;920;9
55379;Le Neufour;55;424;312;1613;928;9
55380;Neuville-en-Verdunois;55;460;325;1810;995;9
55381;Neuville-lès-Vaucouleurs;55;716;323;2349;1178;9
55382;Neuville-sur-Ornain;55;422;311;2047;1075;9
55383;Neuvilly-en-Argonne;55;455;313;1526;898;9
55384;Nicey-sur-Aire;55;484;323;1863;1013;9
55385;Nixéville-Blercourt;55;456;325;1579;916;9
55386;Nonsard-Lamarche;55;718;319;1584;918;9
55387;Nouillonpont;55;753;320;1923;1033;46
55388;Noyers-Auzécourt;55;425;312;1636;936;9
55389;Nubécourt;55;433;318;1726;966;9
55391;Olizy-sur-Chiers;55;544;314;1792;989;9
55394;Ornes;55;594;322;1677;950;46
55395;Osches;55;443;322;1628;933;9
55396;Ourches-sur-Meuse;55;759;322;2058;1079;9
55397;Pagny-la-Blanche-Côte;55;789;324;2624;1271;9
55398;Pagny-sur-Meuse;55;769;322;1930;1036;9
55399;Pareid;55;734;317;1658;943;9
55400;Parfondrupt;55;759;315;1900;1025;9
55401;Les Paroches;55;588;318;2475;1221;9
55403;Peuvillers;55;573;316;1684;952;9
55404;Pierrefitte-sur-Aire;55;478;322;1892;1023;9
55405;Pillon;55;697;321;1832;1002;46
55406;Pintheville;55;695;319;1591;921;9
55407;Pont-sur-Meuse;55;525;320;2113;1098;9
55408;Pouilly-sur-Meuse;55;529;313;2004;1061;9
55409;Pretz-en-Argonne;55;416;319;1811;995;9
55410;Quincy-Landzécourt;55;560;315;1643;938;9
55411;Rambluzin-et-Benoite-Vaux;55;466;322;1811;995;9
55412;Rambucourt;55;692;322;1606;926;9
55414;Rancourt-sur-Ornain;55;419;309;1505;891;9
55415;Ranzières;55;545;318;1913;1030;9
55416;Rarécourt;55;428;317;1815;997;9
55419;Récicourt;55;455;316;1238;801;9
55420;Récourt-le-Creux;55;477;317;1840;1005;9
55421;Reffroy;55;554;328;2249;1144;9
55422;Regnéville-sur-Meuse;55;532;315;1914;1030;9
55423;Rembercourt-Sommaisne;55;426;323;1882;1019;9
55424;Remennecourt;55;411;311;1501;890;9
55425;Remoiville;55;605;316;1912;1030;9
55426;Resson;55;430;321;2233;1138;9
55427;Revigny-sur-Ornain;55;424;310;1627;933;9
55428;Réville-aux-Bois;55;549;320;1746;973;9
55429;Riaville;55;676;319;1595;922;9
55430;Ribeaucourt;55;502;328;2569;1253;9
55431;Richecourt;55;695;319;1615;928;9
55433;Rigny-la-Salle;55;765;322;2339;1174;9
55434;Rigny-Saint-Martin;55;790;323;2245;1143;9
55435;Robert-Espagne;55;378;311;2316;1167;9
55436;Les Roises;55;652;328;2367;1184;9
55437;Romagne-sous-les-Côtes;55;599;320;1684;952;9
55438;Romagne-sous-Montfaucon;55;462;317;2111;1097;9
55439;Ronvaux;55;575;321;1371;846;9
55442;Raival;55;436;325;1855;1010;9
55443;Rouvres-en-Woëvre;55;741;319;1421;863;46
55444;Rouvrois-sur-Meuse;55;585;318;2274;1152;9
55445;Rouvrois-sur-Othain;55;724;320;2090;1090;46
55446;Rumont;55;437;322;2000;1059;9
55447;Rupt-aux-Nonains;55;396;314;2171;1117;9
55448;Rupt-devant-Saint-Mihiel;55;490;324;2045;1075;9
55449;Rupt-en-Woëvre;55;539;322;1634;935;9
55450;Rupt-sur-Othain;55;632;320;1683;952;46
55452;Saint-Amand-sur-Ornain;55;518;325;2134;1105;9
55453;Saint-André-en-Barrois;55;438;326;1732;968;9
55454;Saint-Aubin-sur-Aire;55;513;335;2344;1176;9
55456;Saint-Germain-sur-Meuse;55;761;323;2126;1102;9
55457;Saint-Hilaire-en-Woëvre;55;736;317;1630;934;9
55458;Saint-Jean-lès-Buzy;55;792;315;1947;1041;9
55459;Saint-Joire;55;534;324;2178;1120;9
55460;Saint-Julien-sous-les-Côtes;55;583;324;1894;1023;9
55461;Saint-Laurent-sur-Othain;55;671;321;1589;920;46
55462;Saint-Maurice-sous-les-Côtes;55;700;325;1572;914;9
55463;Saint-Mihiel;55;619;319;2352;1179;9
55464;Saint-Pierrevillers;55;794;325;2031;1070;46
55465;Saint-Remy-la-Calonne;55;595;327;1676;949;9
55466;Salmagne;55;456;324;2129;1103;9
55467;Sampigny;55;537;320;1849;1008;9
55468;Samogneux;55;536;315;1893;1023;9
55469;Sassey-sur-Meuse;55;516;313;1854;1010;9
55470;Saudrupt;55;385;316;2144;1108;9
55471;Saulmory-Villefranche;55;515;313;1679;950;9
55472;Saulvaux;55;536;331;2414;1200;9
55473;Saulx-lès-Champlon;55;685;319;1590;920;9
55474;Sauvigny;55;778;324;2269;1151;9
55475;Sauvoy;55;640;324;2213;1132;9
55476;Savonnières-devant-Bar;55;420;315;2444;1210;9
55477;Savonnières-en-Perthois;55;407;326;2477;1221;9
55479;Seigneulles;55;428;325;1983;1054;9
55481;Senon;55;698;320;1467;878;46
55482;Senoncourt-les-Maujouy;55;469;324;1727;967;9
55484;Septsarges;55;477;321;1641;937;9
55485;Sepvigny;55;721;323;2394;1193;9
55487;Seuzey;55;588;318;2213;1132;9
55488;Silmont;55;449;318;2248;1144;9
55489;Sivry-la-Perche;55;457;324;1358;841;9
55490;Sivry-sur-Meuse;55;539;314;2324;1170;9
55492;Sommedieue;55;540;320;1690;954;9
55493;Sommeilles;55;420;312;1555;908;9
55494;Sommelonne;55;385;313;2043;1074;9
55495;Sorbey;55;698;321;1778;984;46
55496;Sorcy-Saint-Martin;55;698;321;1815;996;9
55497;Les Souhesmes-Rampont;55;450;322;1600;924;9
55498;Souilly;55;464;327;1589;920;9
55500;Spincourt;55;797;320;1731;968;46
55501;Stainville;55;415;317;2808;1334;9
55502;Stenay;55;528;314;1226;797;9
55503;Taillancourt;55;737;323;2431;1206;9
55504;Tannois;55;450;317;2282;1155;9
55505;Thierville-sur-Meuse;55;495;316;1537;902;9
55506;Thillombois;55;489;322;2095;1092;9
55507;Thillot;55;685;323;1594;922;9
55508;Thonne-la-Long;55;661;318;1956;1044;9
55509;Thonne-le-Thil;55;612;322;2648;1279;9
55510;Thonne-les-Près;55;588;316;1842;1006;9
55511;Thonnelle;55;642;317;2169;1117;9
55512;Tilly-sur-Meuse;55;520;317;2253;1145;9
55514;Trémont-sur-Saulx;55;386;312;2288;1157;9
55515;Trésauvaux;55;620;323;1564;911;9
55516;Tréveray;55;528;324;2217;1133;9
55517;Seuil-d'Argonne;55;410;314;1902;1026;9
55518;Cousances-lès-Triconville;55;486;330;2279;1154;9
55519;Tronville-en-Barrois;55;450;317;2172;1118;9
55520;Troussey;55;750;322;1886;1021;9
55521;Troyon;55;553;317;2098;1093;9
55522;Ugny-sur-Meuse;55;731;323;2159;1113;9
55523;Vacherauville;55;525;315;1876;1017;9
55525;Vadelaincourt;55;447;328;1589;920;9
55526;Vadonville;55;500;320;2070;1083;9
55527;Varennes-en-Argonne;55;503;313;1668;947;9
55528;Varnéville;55;629;326;1762;979;9
55530;Valbois;55;633;324;1979;1052;9
55531;Vassincourt;55;387;315;1865;1013;9
55532;Vaubecourt;55;414;316;1648;940;9
55533;Vaucouleurs;55;682;323;2298;1161;9
55534;Vaudeville-le-Haut;55;630;342;2579;1256;9
55535;Vaudoncourt;55;714;321;1696;956;46
55536;Vauquois;55;468;319;1583;918;9
55537;Douaumont-Vaux;55;541;324;1705;959;9
55540;Vaux-lès-Palameix;55;570;322;1881;1019;9
55541;Vavincourt;55;422;313;2080;1087;9
55543;Velaines;55;433;318;2083;1087;9
55544;Velosnes;55;634;318;1800;991;46
55545;Verdun;55;523;316;1391;852;9
55546;Verneuil-Grand;55;658;316;1889;1022;9
55547;Verneuil-Petit;55;659;318;1937;1038;9
55549;Véry;55;475;311;1676;949;9
55551;Vigneulles-lès-Hattonchâtel;55;778;323;1533;901;9
55552;Vigneul-sous-Montmédy;55;572;314;1701;958;9
55553;Vignot;55;599;320;1990;1056;9
55554;Villécloye;55;613;315;1861;1012;9
55555;Ville-devant-Belrain;55;477;324;1791;988;9
55556;Ville-devant-Chaumont;55;559;322;1700;957;9
55557;Ville-en-Woëvre;55;647;320;1530;900;9
55559;Villeroy-sur-Méholle;55;616;329;2330;1171;9
55560;Villers-aux-Vents;55;390;314;1841;1005;9
55561;Villers-devant-Dun;55;467;329;1790;988;9
55562;Villers-le-Sec;55;453;330;2393;1193;9
55563;Villers-lès-Mangiennes;55;634;319;1763;979;46
55565;Villers-sous-Pareid;55;781;318;1674;949;9
55566;Villers-sur-Meuse;55;507;317;1649;940;9
55567;Ville-sur-Cousances;55;437;320;1641;938;9
55568;Ville-sur-Saulx;55;388;314;2159;1113;9
55569;Villotte-devant-Louppy;55;400;315;1852;1009;9
55570;Villotte-sur-Aire;55;487;325;1706;960;9
55571;Vilosnes-Haraumont;55;524;314;2025;1068;9
55572;Vittarville;55;585;316;1785;986;9
55573;Void-Vacon;55;692;321;1801;992;9
55574;Vouthon-Bas;55;653;335;2548;1246;9
55575;Vouthon-Haut;55;652;340;2523;1237;9
55577;Waly;55;416;317;1858;1011;9
55578;Warcq;55;660;316;1492;887;9
55579;Watronville;55;569;323;1482;883;9
55580;Wavrille;55;550;320;1606;926;9
55581;Willeroncourt;55;451;323;2211;1131;9
55582;Wiseppe;55;482;313;1489;886;9
55583;Woël;55;742;318;1674;949;9
55584;Woimbey;55;564;319;2146;1109;9
55586;Xivray-et-Marvoisin;55;681;320;1649;940;9
56001;Allaire;56;1080;303;1946;1041;9
56002;Ambon;56;1144;303;2639;1277;9
56003;Arradon;56;996;300;2516;1234;9
56004;Arzal;56;1181;301;2714;1302;9
56005;Arzon;56;1003;298;2142;1108;9
56006;Augan;56;792;304;2216;1133;9
56007;Auray;56;1033;300;3709;1640;9
56008;Baden;56;1000;300;2853;1349;9
56009;Bangor;56;855;301;1477;882;9
56010;Baud;56;1054;303;4886;2039;9
56011;Béganne;56;1078;302;2299;1161;9
56012;Beignon;56;762;302;2222;1135;9
56013;Belz;56;1149;298;3143;1448;9
56014;Berné;56;1093;306;7672;2986;9
56015;Berric;56;1096;303;4230;1817;9
56017;Bignan;56;913;303;3426;1543;9
56018;Billiers;56;1161;299;2736;1309;9
56019;Billio;56;934;307;3048;1415;9
56020;Bohal;56;907;303;2993;1397;9
56021;Brandérion;56;1148;301;4895;2042;9
56022;Brandivy;56;1098;303;5002;2079;9
56023;Brech;56;1084;301;4057;1758;9
56024;Bréhan;56;659;305;2091;1090;9
56025;Brignac;56;667;305;1955;1044;9
56026;Bubry;56;1112;303;8946;3418;9
56027;Buléon;56;881;307;2347;1177;9
56028;Caden;56;1063;303;2787;1326;9
56029;Calan;56;1144;306;6491;2584;9
56030;Camoël;56;1192;299;2391;1192;9
56031;Camors;56;1125;307;4860;2031;9
56032;Campénéac;56;757;304;2701;1298;9
56033;Carentoir;56;790;301;1732;968;9
56034;Carnac;56;1124;299;2818;1337;9
56035;Caro;56;806;307;2296;1160;9
56036;Caudan;56;1148;302;4788;2006;9
56039;La Chapelle-Neuve;56;989;303;4657;1962;9
56040;Cléguer;56;1130;301;5637;2294;9
56041;Cléguérec;56;850;311;4001;1739;9
56042;Colpo;56;957;306;4118;1779;9
56043;Concoret;56;708;305;2215;1132;9
56044;Cournon;56;882;299;1685;952;9
56045;Le Cours;56;949;304;3623;1611;9
56046;Crach;56;1051;299;2546;1245;9
56047;Crédin;56;708;308;1512;894;9
56048;Le Croisty;56;949;316;7173;2816;9
56049;Croixanvec;56;691;312;2179;1120;9
56050;La Croix-Helléan;56;668;304;2348;1178;9
56051;Cruguel;56;920;308;2968;1388;9
56052;Damgan;56;998;298;2191;1124;9
56053;Elven;56;1092;304;4327;1850;9
56054;Erdeven;56;1200;299;2978;1391;9
56055;Étel;56;1139;299;3063;1420;9
56056;Évriguet;56;657;304;2005;1061;9
56057;Le Faouët;56;972;309;5046;2094;9
56058;Férel;56;1191;300;2155;1112;9
56060;Les Fougerêts;56;846;299;2023;1067;9
56061;La Gacilly;56;849;303;1617;929;9
56062;Gâvres;56;1018;298;2703;1298;9
56063;Gestel;56;1069;301;4219;1813;9
56065;Gourhel;56;691;304;2361;1182;9
56066;Gourin;56;953;303;2791;1328;9
56067;Grand-Champ;56;1067;308;4704;1978;9
56068;La Grée-Saint-Laurent;56;658;303;2280;1154;9
56069;Groix;56;902;300;2090;1090;9
56070;Guégon;56;887;304;2292;1159;9
56071;Guéhenno;56;924;307;2711;1301;9
56072;Gueltas;56;690;306;2121;1101;9
56073;Guémené-sur-Scorff;56;994;309;7163;2813;9
56074;Guénin;56;902;303;4674;1968;9
56075;Guer;56;765;303;1937;1038;9
56076;Guern;56;1009;303;7122;2799;9
56077;Le Guerno;56;1138;303;3470;1559;9
56078;Guidel;56;1081;301;3588;1599;9
56079;Guillac;56;740;302;2355;1180;9
56080;Guilliers;56;664;304;2043;1074;9
56081;Guiscriff;56;1017;303;3766;1659;9
56082;Helléan;56;669;301;2308;1164;9
56083;Hennebont;56;1127;299;4838;2023;9
56084;Le Hézo;56;1077;298;2668;1286;9
56085;Hœdic;56;1085;298;1500;889;9
56086;Île-d'Houat;56;1065;299;1939;1039;9
56087;Île-aux-Moines;56;986;298;2564;1251;9
56088;Île-d'Arz;56;925;298;2474;1220;9
56089;Inguiniel;56;1109;303;9957;3762;9
56090;Inzinzac-Lochrist;56;1159;303;5643;2296;9
56091;Josselin;56;653;302;2221;1134;9
56092;Kerfourn;56;720;308;2376;1187;9
56093;Kergrist;56;718;308;2673;1288;9
56094;Kervignac;56;1142;301;4215;1811;9
56096;Landaul;56;1112;301;4340;1854;9
56097;Landévant;56;1174;299;4339;1854;9
56098;Lanester;56;1083;298;4017;1744;9
56099;Langoëlan;56;989;315;6660;2642;9
56100;Langonnet;56;990;303;5196;2145;9
56101;Languidic;56;1182;303;7649;2978;9
56102;Forges de Lanouée;56;668;303;2016;1065;9
56103;Lantillac;56;705;306;2084;1088;9
56104;Lanvaudan;56;1147;305;8119;3137;9
56105;Lanvénégen;56;1027;306;6157;2471;9
56106;Larmor-Baden;56;996;298;2570;1253;9
56107;Larmor-Plage;56;1076;298;2621;1270;9
56108;Larré;56;1035;304;3958;1724;9
56109;Lauzach;56;1120;301;3974;1730;9
56110;Lignol;56;1043;307;8308;3201;9
56111;Limerzel;56;1080;303;3471;1559;9
56112;Lizio;56;931;309;2989;1395;9
56113;Locmalo;56;1009;311;7125;2800;9
56114;Locmaria;56;873;301;1232;799;9
56115;Locmaria-Grand-Champ;56;1040;304;4139;1786;9
56116;Locmariaquer;56;1023;298;2533;1240;9
56117;Locminé;56;779;306;3728;1646;9
56118;Locmiquélic;56;1097;298;3129;1443;9
56119;Locoal-Mendon;56;1138;299;3414;1540;9
56120;Locqueltas;56;1066;305;4165;1794;9
56121;Lorient;56;1078;298;3664;1625;9
56122;Loyat;56;673;302;2172;1118;9
56123;Malansac;56;1027;304;2759;1317;9
56124;Malestroit;56;822;299;2456;1214;9
56125;Malguénac;56;948;316;5155;2131;9
56126;Marzan;56;1171;301;2835;1343;9
56127;Mauron;56;720;304;1986;1055;9
56128;Melrand;56;1056;302;6644;2636;9
56129;Ménéac;56;747;303;1882;1019;9
56130;Merlevenez;56;1131;299;3798;1670;9
56131;Meslan;56;1077;307;7082;2785;9
56132;Meucon;56;1060;303;4289;1837;9
56133;Missiriac;56;759;304;2288;1157;9
56134;Mohon;56;655;303;2173;1118;9
56135;Molac;56;947;304;3537;1581;9
56136;Monteneuf;56;787;306;2100;1093;9
56137;Monterblanc;56;1086;305;4076;1764;9
56139;Montertelot;56;749;299;2376;1187;9
56140;Moréac;56;767;303;3078;1426;9
56141;Moustoir-Ac;56;974;308;4218;1812;9
56143;Muzillac;56;1135;303;2972;1390;9
56144;Évellys;56;771;303;2879;1358;9
56145;Néant-sur-Yvel;56;732;303;2155;1112;9
56146;Neulliac;56;726;307;2989;1395;9
56147;Nivillac;56;1178;299;2573;1254;9
56148;Nostang;56;1140;298;3794;1668;9
56149;Noyal-Muzillac;56;1150;303;3311;1504;9
56151;Noyal-Pontivy;56;744;303;2603;1264;9
56152;Le Palais;56;860;298;1444;871;9
56153;Péaule;56;1139;305;3273;1492;9
56154;Peillac;56;923;302;2153;1111;9
56155;Pénestin;56;1106;299;1821;999;9
56156;Persquen;56;1050;310;8748;3351;9
56157;Plaudren;56;1069;307;3620;1610;9
56158;Plescop;56;1036;301;3968;1728;9
56159;Pleucadeuc;56;963;303;2714;1302;9
56160;Pleugriffet;56;691;306;2181;1121;9
56161;Ploemel;56;1126;300;3056;1418;9
56162;Ploemeur;56;1024;300;3382;1529;9
56163;Ploërdut;56;1002;303;7418;2899;9
56164;Ploeren;56;993;301;3038;1412;9
56165;Ploërmel;56;740;303;2308;1164;9
56166;Plouay;56;1126;303;8238;3178;9
56167;Plougoumelen;56;1002;299;3035;1411;9
56168;Plouharnel;56;1126;299;2853;1349;9
56169;Plouhinec;56;1146;299;3096;1431;9
56170;Plouray;56;994;316;6034;2429;9
56171;Pluherlin;56;1005;303;3200;1467;9
56172;Plumelec;56;963;303;3081;1427;9
56173;Pluméliau-Bieuzy;56;877;303;4204;1808;9
56174;Plumelin;56;960;305;4556;1927;9
56175;Plumergat;56;1092;302;4283;1835;9
56176;Pluneret;56;1039;300;2936;1377;9
56177;Pluvigner;56;1161;303;5736;2328;9
56178;Pontivy;56;839;302;3377;1527;9
56179;Pont-Scorff;56;1085;300;4863;2032;9
56180;Porcaro;56;760;302;2123;1101;9
56181;Port-Louis;56;1060;298;2789;1327;9
56182;Priziac;56;992;313;6452;2571;9
56184;Questembert;56;1048;303;4116;1778;9
56185;Quéven;56;1067;301;4062;1760;9
56186;Quiberon;56;1079;298;3184;1461;9
56188;Quistinic;56;1120;308;6364;2542;9
56189;Radenac;56;727;306;2198;1127;9
56190;Réguiny;56;725;307;1853;1009;9
56191;Réminiac;56;789;305;2076;1085;9
56193;Riantec;56;1124;298;3238;1480;9
56194;Rieux;56;1017;299;1525;898;9
56195;La Roche-Bernard;56;1184;299;2552;1247;9
56196;Rochefort-en-Terre;56;874;301;2783;1325;9
56197;Val d'Oust;56;800;303;2487;1225;9
56198;Rohan;56;671;303;1959;1045;9
56199;Roudouallec;56;844;313;2331;1172;9
56200;Ruffiac;56;810;301;2053;1077;9
56201;Le Saint;56;964;312;3870;1694;9
56202;Saint-Abraham;56;765;302;2436;1208;9
56203;Saint-Aignan;56;841;305;3147;1449;9
56204;Saint-Allouestre;56;875;306;2892;1362;9
56205;Saint-Armel;56;953;298;2580;1256;9
56206;Saint-Avé;56;1094;301;3702;1637;9
56207;Saint-Barthélemy;56;1008;305;5291;2177;9
56208;Saint-Brieuc-de-Mauron;56;656;305;1939;1039;9
56209;Sainte-Brigitte;56;857;319;4206;1809;9
56210;Saint-Caradec-Trégomel;56;938;313;7258;2845;9
56211;Saint-Congard;56;915;299;2242;1142;9
56212;Saint-Dolay;56;992;301;1740;971;9
56213;Saint-Gérand;56;705;308;2459;1215;9
56214;Saint-Gildas-de-Rhuys;56;1047;299;2020;1066;9
56215;Saint-Gonnery;56;683;308;2033;1071;9
56216;Saint-Gorgon;56;1072;303;2558;1249;9
56218;Saint-Gravé;56;917;304;2232;1138;9
56219;Saint-Guyomard;56;922;304;3490;1565;9
56220;Sainte-Hélène;56;1131;298;3470;1559;9
56221;Saint-Jacut-les-Pins;56;1035;301;2365;1183;9
56222;Saint-Jean-Brévelay;56;964;306;3232;1478;9
56223;Saint-Jean-la-Poterie;56;1014;302;1659;944;9
56224;Saint-Laurent-sur-Oust;56;791;298;2212;1131;9
56225;Saint-Léry;56;644;302;1982;1053;9
56226;Saint-Malo-de-Beignon;56;755;305;2267;1150;9
56227;Saint-Malo-des-Trois-Fontaines;56;656;304;2152;1111;9
56228;Saint-Marcel;56;857;302;2640;1277;9
56229;Saint-Martin-sur-Oust;56;865;298;1845;1007;9
56230;Saint-Nicolas-du-Tertre;56;775;302;2009;1062;9
56231;Saint-Nolff;56;1118;303;4036;1751;9
56232;Saint-Perreux;56;879;302;1553;908;9
56233;Saint-Philibert;56;1040;298;2669;1287;9
56234;Saint-Pierre-Quiberon;56;1104;298;2720;1304;9
56236;Saint-Servant;56;900;302;2418;1201;9
56237;Saint-Thuriau;56;771;305;3366;1523;9
56238;Saint-Tugdual;56;994;317;7449;2910;9
56239;Saint-Vincent-sur-Oust;56;931;302;1874;1016;9
56240;Sarzeau;56;1053;303;2202;1128;9
56241;Sauzon;56;883;303;1708;960;9
56242;Séglien;56;973;303;5509;2251;9
56243;Séné;56;1134;303;2666;1285;9
56244;Sérent;56;953;302;2955;1384;9
56245;Silfiac;56;945;324;4469;1898;9
56246;Le Sourn;56;904;304;4029;1748;9
56247;Sulniac;56;1120;308;4421;1882;9
56248;Surzur;56;1103;303;2713;1301;9
56249;Taupont;56;703;307;2240;1141;9
56250;Théhillac;56;950;299;1489;886;9
56251;Theix-Noyalo;56;1118;303;3368;1524;9
56252;Le Tour-du-Parc;56;976;298;2054;1078;9
56253;Tréal;56;810;303;1968;1049;9
56254;Trédion;56;959;304;4057;1758;9
56255;Treffléan;56;1129;307;4220;1813;9
56256;Tréhorenteuc;56;740;305;2270;1151;9
56257;La Trinité-Porhoët;56;654;305;2174;1118;9
56258;La Trinité-sur-Mer;56;1060;298;2680;1290;9
56259;La Trinité-Surzur;56;1063;300;3451;1552;9
56260;Vannes;56;1112;299;2118;1099;9
56261;La Vraie-Croix;56;1070;307;4342;1855;9
56262;Bono;56;998;299;3056;1418;9
56263;Sainte-Anne-d'Auray;56;1035;299;3681;1630;9
56264;Kernascléden;56;1034;306;8934;3414;9
57001;Aboncourt;57;834;317;1563;911;9
57002;Aboncourt-sur-Seille;57;752;318;1314;826;9
57003;Abreschviller;57;902;329;1465;878;46
57004;Achain;57;809;323;1213;792;9
57006;Achen;57;760;324;1321;829;46
57007;Adaincourt;57;828;319;1262;809;9
57008;Adelange;57;842;325;1188;783;9
57009;Ajoncourt;57;776;316;1226;797;9
57010;Alaincourt-la-Côte;57;805;323;1231;798;9
57011;Albestroff;57;698;320;1319;828;46
57012;Algrange;57;895;322;1833;1003;9
57013;Alsting;57;832;323;1474;881;46
57014;Altrippe;57;754;323;1277;814;9
57015;Altviller;57;867;326;1262;809;9
57016;Alzing;57;817;321;1571;914;9
57017;Amanvillers;57;958;332;1490;886;9
57018;Amelécourt;57;788;324;1296;820;9
57019;Amnéville;57;996;312;1618;930;46
57020;Ancerville;57;846;320;1284;816;9
57021;Ancy-Dornot;57;906;313;1405;857;9
57022;Angevillers;57;850;339;1797;990;9
57024;Antilly;57;817;315;1486;885;46
57025;Anzeling;57;815;317;1516;895;9
57026;Apach;57;753;312;1725;966;9
57027;Arraincourt;57;828;322;1213;792;9
57028;Argancy;57;870;313;1484;884;46
57029;Arriance;57;852;321;1243;802;9
57030;Arry;57;938;328;1255;806;9
57031;Ars-Laquenexy;57;827;320;1402;856;9
57032;Ars-sur-Moselle;57;906;313;1410;859;9
57033;Arzviller;57;815;329;1373;846;46
57034;Aspach;57;816;332;1420;862;46
57035;Assenoncourt;57;723;317;1322;829;46
57036;Attilloncourt;57;731;317;1390;852;46
57037;Aube;57;834;321;1272;812;9
57038;Audun-le-Tiche;57;829;331;1954;1044;9
57039;Augny;57;906;316;1368;845;9
57040;Aulnois-sur-Seille;57;779;319;1231;798;9
57041;Aumetz;57;856;341;1950;1042;9
57042;Avricourt;57;794;323;1406;858;46
57043;Ay-sur-Moselle;57;875;313;1573;914;46
57044;Azoudange;57;747;321;1357;841;46
57045;Bacourt;57;806;325;1231;798;9
57046;Baerenthal;57;779;317;1226;797;9
57047;Bambiderstroff;57;926;327;1331;832;9
57048;Bannay;57;896;318;1396;854;9
57049;Le Ban-Saint-Martin;57;965;312;1452;873;46
57050;Barchain;57;739;327;1372;846;46
57051;Baronville;57;811;322;1200;788;9
57052;Barst;57;777;327;1205;789;46
57053;Bassing;57;714;322;1342;836;46
57054;Baudrecourt;57;824;320;1229;798;9
57055;Bazoncourt;57;876;320;1293;819;9
57056;Bébing;57;732;324;1366;844;46
57057;Béchy;57;820;325;1281;815;9
57058;Behren-lès-Forbach;57;819;333;1338;834;46
57059;Bellange;57;800;321;1212;792;9
57060;Bénestroff;57;731;322;1278;814;46
57061;Béning-lès-Saint-Avold;57;863;327;1351;839;46
57062;Berg-sur-Moselle;57;769;313;1701;958;9
57063;Bérig-Vintrange;57;789;325;1235;800;9
57064;Berling;57;704;326;1311;825;9
57065;Bermering;57;761;322;1302;822;9
57066;Berthelming;57;666;321;1330;832;46
57067;Bertrange;57;947;313;1635;936;9
57069;Berviller-en-Moselle;57;879;325;1604;925;9
57070;Bettange;57;839;317;1502;890;9
57071;Bettborn;57;669;324;1365;844;46
57072;Bettelainville;57;832;324;1537;902;9
57073;Betting;57;848;322;1357;841;9
57074;Bettviller;57;798;331;1317;827;46
57075;Beux;57;845;324;1269;811;9
57076;Beyren-lès-Sierck;57;733;312;1698;957;9
57077;Bezange-la-Petite;57;747;320;1334;833;9
