id;date;code_insee_region;region;tmin;tmax;tmoy
2022-08-24T00:00:00-11;2022-08-24;11;Île-de-France;17.58;32.52;25.05
2022-08-25T00:00:00-93;2022-08-25;93;Provence-Alpes-Côte d'Azur;18.68;31.93;25.31
2022-08-25T00:00:00-32;2022-08-25;32;Hauts-de-France;17.82;28.82;23.32
2022-08-26T00:00:00-52;2022-08-26;52;Pays de la Loire;14.9;26.75;20.83
2022-08-26T00:00:00-28;2022-08-26;28;Normandie;15.42;23.5;19.46
2022-08-26T00:00:00-32;2022-08-26;32;Hauts-de-France;16.72;24.68;20.7
2022-08-27T00:00:00-52;2022-08-27;52;Pays de la Loire;14.5;28.15;21.32
2022-08-28T00:00:00-93;2022-08-28;93;Provence-Alpes-Côte d'Azur;18.12;30.75;24.43
2022-08-29T00:00:00-32;2022-08-29;32;Hauts-de-France;15.06;25.14;20.1
2022-08-29T00:00:00-76;2022-08-29;76;Occitanie;17.81;32.76;25.29
2022-08-29T00:00:00-28;2022-08-29;28;Normandie;15.1;25.84;20.47
2022-08-30T00:00:00-52;2022-08-30;52;Pays de la Loire;19.1;31.9;25.5
2022-08-30T00:00:00-94;2022-08-30;94;Corse;20.7;30.75;25.72
2022-08-30T00:00:00-28;2022-08-30;28;Normandie;14.84;26.04;20.44
2022-08-30T00:00:00-24;2022-08-30;24;Centre-Val de Loire;16.73;26.4;21.57
2022-08-01T00:00:00-93;2022-08-01;93;Provence-Alpes-Côte d'Azur;21.13;34.77;27.95
2022-08-01T00:00:00-28;2022-08-01;28;Normandie;17.58;25.58;21.58
2022-08-01T00:00:00-11;2022-08-01;11;Île-de-France;18.14;27.22;22.68
2022-08-02T00:00:00-24;2022-08-02;24;Centre-Val de Loire;14.85;32.48;23.67
2022-08-02T00:00:00-52;2022-08-02;52;Pays de la Loire;16.6;33.3;24.95
2022-08-03T00:00:00-32;2022-08-03;32;Hauts-de-France;15.02;31.02;23.02
2022-08-03T00:00:00-44;2022-08-03;44;Grand Est;14.65;35.01;24.83
2022-08-03T00:00:00-84;2022-08-03;84;Auvergne-Rhône-Alpes;16.24;36.49;26.36
2022-08-04T00:00:00-11;2022-08-04;11;Île-de-France;20.34;29.56;24.95
2022-08-04T00:00:00-52;2022-08-04;52;Pays de la Loire;19.5;29.35;24.42
2022-08-04T00:00:00-84;2022-08-04;84;Auvergne-Rhône-Alpes;19.89;37.26;28.58
2022-08-06T00:00:00-53;2022-08-06;53;Bretagne;10.1;24.95;17.53
2022-08-06T00:00:00-32;2022-08-06;32;Hauts-de-France;9.4;23.46;16.43
2022-08-07T00:00:00-27;2022-08-07;27;Bourgogne-Franche-Comté;13.67;29.65;21.66
2022-08-07T00:00:00-32;2022-08-07;32;Hauts-de-France;11.98;25.62;18.8
2022-08-08T00:00:00-75;2022-08-08;75;Nouvelle-Aquitaine;16.25;32.8;24.52
2022-08-08T00:00:00-52;2022-08-08;52;Pays de la Loire;16.7;31.35;24.02
2022-08-08T00:00:00-94;2022-08-08;94;Corse;22.45;33.75;28.1
2022-08-09T00:00:00-11;2022-08-09;11;Île-de-France;16.0;31.0;23.5
2022-08-09T00:00:00-24;2022-08-09;24;Centre-Val de Loire;15.93;32.47;24.2
2022-08-10T00:00:00-94;2022-08-10;94;Corse;21.05;32.5;26.78
2022-08-11T00:00:00-84;2022-08-11;84;Auvergne-Rhône-Alpes;15.35;35.15;25.25
2022-08-11T00:00:00-44;2022-08-11;44;Grand Est;13.08;31.51;22.29
2022-08-11T00:00:00-28;2022-08-11;28;Normandie;16.06;31.3;23.68
2022-08-12T00:00:00-44;2022-08-12;44;Grand Est;13.16;31.92;22.54
2022-08-12T00:00:00-76;2022-08-12;76;Occitanie;21.47;37.59;29.53
2022-08-12T00:00:00-75;2022-08-12;75;Nouvelle-Aquitaine;21.71;36.4;29.06
2022-08-13T00:00:00-32;2022-08-13;32;Hauts-de-France;17.3;32.46;24.88
2022-08-13T00:00:00-93;2022-08-13;93;Provence-Alpes-Côte d'Azur;20.92;32.62;26.77
2022-08-14T00:00:00-27;2022-08-14;27;Bourgogne-Franche-Comté;15.23;26.28;20.76
2022-08-14T00:00:00-11;2022-08-14;11;Île-de-France;17.74;28.5;23.12
2022-08-14T00:00:00-94;2022-08-14;94;Corse;20.3;31.75;26.02
2022-08-15T00:00:00-75;2022-08-15;75;Nouvelle-Aquitaine;16.87;26.64;21.76
2022-08-15T00:00:00-93;2022-08-15;93;Provence-Alpes-Côte d'Azur;17.63;30.92;24.28
2022-08-15T00:00:00-94;2022-08-15;94;Corse;21.3;32.8;27.05
2022-08-16T00:00:00-94;2022-08-16;94;Corse;22.2;31.3;26.75
2022-08-16T00:00:00-75;2022-08-16;75;Nouvelle-Aquitaine;16.32;26.0;21.16
2022-08-17T00:00:00-28;2022-08-17;28;Normandie;15.34;23.76;19.55
2022-08-17T00:00:00-32;2022-08-17;32;Hauts-de-France;16.84;25.32;21.08
2022-08-18T00:00:00-11;2022-08-18;11;Île-de-France;15.66;28.46;22.06
2022-08-18T00:00:00-76;2022-08-18;76;Occitanie;16.17;25.89;21.03
2022-08-19T00:00:00-75;2022-08-19;75;Nouvelle-Aquitaine;16.07;26.42;21.24
2022-08-20T00:00:00-52;2022-08-20;52;Pays de la Loire;13.4;27.0;20.2
2022-08-20T00:00:00-75;2022-08-20;75;Nouvelle-Aquitaine;16.71;27.66;22.18
2022-08-20T00:00:00-24;2022-08-20;24;Centre-Val de Loire;14.7;26.18;20.44
2022-08-20T00:00:00-11;2022-08-20;11;Île-de-France;13.04;25.34;19.19
2022-08-21T00:00:00-75;2022-08-21;75;Nouvelle-Aquitaine;16.16;25.7;20.93
2022-08-21T00:00:00-52;2022-08-21;52;Pays de la Loire;12.15;23.65;17.9
2022-08-21T00:00:00-27;2022-08-21;27;Bourgogne-Franche-Comté;11.4;27.1;19.25
2022-08-22T00:00:00-44;2022-08-22;44;Grand Est;13.66;28.26;20.96
2022-08-22T00:00:00-53;2022-08-22;53;Bretagne;16.92;22.48;19.7
2022-08-22T00:00:00-84;2022-08-22;84;Auvergne-Rhône-Alpes;15.18;26.47;20.83
2022-08-22T00:00:00-11;2022-08-22;11;Île-de-France;15.96;26.06;21.01
2022-08-22T00:00:00-28;2022-08-22;28;Normandie;14.56;25.38;19.97
2022-08-23T00:00:00-27;2022-08-23;27;Bourgogne-Franche-Comté;15.2;29.97;22.58
2022-08-24T00:00:00-76;2022-08-24;76;Occitanie;17.63;34.37;26.0
2022-08-24T00:00:00-44;2022-08-24;44;Grand Est;13.98;32.11;23.04
2022-08-24T00:00:00-24;2022-08-24;24;Centre-Val de Loire;15.55;33.42;24.48
2022-08-25T00:00:00-76;2022-08-25;76;Occitanie;20.0;30.91;25.45
2022-08-25T00:00:00-75;2022-08-25;75;Nouvelle-Aquitaine;20.12;28.5;24.31
2022-08-25T00:00:00-52;2022-08-25;52;Pays de la Loire;20.0;25.6;22.8
2022-08-26T00:00:00-84;2022-08-26;84;Auvergne-Rhône-Alpes;18.19;26.25;22.22
2022-08-26T00:00:00-75;2022-08-26;75;Nouvelle-Aquitaine;18.78;27.96;23.37
2022-08-26T00:00:00-93;2022-08-26;93;Provence-Alpes-Côte d'Azur;20.58;31.35;25.97
2022-08-27T00:00:00-32;2022-08-27;32;Hauts-de-France;11.98;24.16;18.07
2022-08-28T00:00:00-76;2022-08-28;76;Occitanie;16.22;33.07;24.65
2022-08-28T00:00:00-75;2022-08-28;75;Nouvelle-Aquitaine;15.98;32.21;24.1
2022-08-28T00:00:00-32;2022-08-28;32;Hauts-de-France;14.16;24.74;19.45
2022-08-29T00:00:00-75;2022-08-29;75;Nouvelle-Aquitaine;18.44;32.7;25.57
2022-08-29T00:00:00-53;2022-08-29;53;Bretagne;14.58;27.92;21.25
2022-08-29T00:00:00-84;2022-08-29;84;Auvergne-Rhône-Alpes;14.31;32.18;23.25
2022-08-30T00:00:00-11;2022-08-30;11;Île-de-France;15.56;27.54;21.55
2022-08-30T00:00:00-44;2022-08-30;44;Grand Est;14.59;28.71;21.65
2022-08-30T00:00:00-75;2022-08-30;75;Nouvelle-Aquitaine;18.58;30.68;24.63
2022-08-30T00:00:00-27;2022-08-30;27;Bourgogne-Franche-Comté;16.02;26.78;21.4
2022-09-01T00:00:00-53;2022-09-01;53;Bretagne;16.38;23.55;19.96
2022-09-01T00:00:00-76;2022-09-01;76;Occitanie;18.46;29.97;24.22
2022-09-01T00:00:00-44;2022-09-01;44;Grand Est;12.68;26.69;19.68
2022-09-01T00:00:00-75;2022-09-01;75;Nouvelle-Aquitaine;17.95;28.7;23.32
2022-09-01T00:00:00-32;2022-09-01;32;Hauts-de-France;15.74;27.88;21.81
2022-09-03T00:00:00-24;2022-09-03;24;Centre-Val de Loire;15.63;25.95;20.79
2022-09-03T00:00:00-76;2022-09-03;76;Occitanie;17.64;27.54;22.59
2022-09-03T00:00:00-52;2022-09-03;52;Pays de la Loire;15.7;25.2;20.45
2022-09-03T00:00:00-94;2022-09-03;94;Corse;20.5;29.7;25.1
2022-09-04T00:00:00-32;2022-09-04;32;Hauts-de-France;13.92;27.12;20.52
2022-09-04T00:00:00-24;2022-09-04;24;Centre-Val de Loire;12.13;30.45;21.29
2022-09-04T00:00:00-84;2022-09-04;84;Auvergne-Rhône-Alpes;13.79;29.24;21.51
2022-09-05T00:00:00-24;2022-09-05;24;Centre-Val de Loire;15.13;31.0;23.07
2022-09-05T00:00:00-94;2022-09-05;94;Corse;18.7;31.25;24.98
2022-09-05T00:00:00-44;2022-09-05;44;Grand Est;13.45;29.94;21.69
2022-09-05T00:00:00-28;2022-09-05;28;Normandie;15.32;25.68;20.5
2022-09-06T00:00:00-94;2022-09-06;94;Corse;19.5;30.1;24.8
2022-09-06T00:00:00-93;2022-09-06;93;Provence-Alpes-Côte d'Azur;18.92;29.67;24.29
2022-09-07T00:00:00-28;2022-09-07;28;Normandie;14.2;22.54;18.37
2022-09-07T00:00:00-75;2022-09-07;75;Nouvelle-Aquitaine;15.76;24.01;19.88
2022-09-07T00:00:00-11;2022-09-07;11;Île-de-France;15.42;21.94;18.68
2022-09-07T00:00:00-53;2022-09-07;53;Bretagne;15.48;20.98;18.23
2022-09-08T00:00:00-75;2022-09-08;75;Nouvelle-Aquitaine;14.33;24.54;19.43
2022-09-08T00:00:00-52;2022-09-08;52;Pays de la Loire;14.75;23.4;19.08
2022-09-08T00:00:00-94;2022-09-08;94;Corse;20.95;30.4;25.67
2022-09-09T00:00:00-93;2022-09-09;93;Provence-Alpes-Côte d'Azur;15.23;27.78;21.51
2022-09-10T00:00:00-28;2022-09-10;28;Normandie;14.46;20.06;17.26
2022-09-10T00:00:00-27;2022-09-10;27;Bourgogne-Franche-Comté;14.07;20.75;17.41
2022-09-10T00:00:00-93;2022-09-10;93;Provence-Alpes-Côte d'Azur;14.57;26.25;20.41
2022-09-11T00:00:00-53;2022-09-11;53;Bretagne;14.68;25.3;19.99
2022-09-11T00:00:00-75;2022-09-11;75;Nouvelle-Aquitaine;14.32;31.32;22.82
2022-09-11T00:00:00-32;2022-09-11;32;Hauts-de-France;11.44;22.0;16.72
2022-09-12T00:00:00-84;2022-09-12;84;Auvergne-Rhône-Alpes;10.84;31.44;21.14
2022-09-12T00:00:00-53;2022-09-12;53;Bretagne;15.9;28.95;22.42
2022-09-12T00:00:00-11;2022-09-12;11;Île-de-France;13.16;27.36;20.26
2022-09-12T00:00:00-94;2022-09-12;94;Corse;16.6;28.35;22.48
2022-09-12T00:00:00-52;2022-09-12;52;Pays de la Loire;15.85;33.4;24.62
2022-09-13T00:00:00-84;2022-09-13;84;Auvergne-Rhône-Alpes;17.64;29.28;23.46
2022-09-14T00:00:00-52;2022-09-14;52;Pays de la Loire;17.4;27.6;22.5
2022-09-14T00:00:00-76;2022-09-14;76;Occitanie;18.79;28.93;23.86
2022-09-14T00:00:00-27;2022-09-14;27;Bourgogne-Franche-Comté;17.53;25.98;21.76
2022-09-14T00:00:00-94;2022-09-14;94;Corse;19.55;33.15;26.35
2022-09-15T00:00:00-76;2022-09-15;76;Occitanie;16.74;29.78;23.26
2022-09-15T00:00:00-28;2022-09-15;28;Normandie;12.56;20.18;16.37
2022-09-15T00:00:00-32;2022-09-15;32;Hauts-de-France;11.72;19.38;15.55
2022-09-16T00:00:00-93;2022-09-16;93;Provence-Alpes-Côte d'Azur;17.35;26.4;21.88
2022-09-16T00:00:00-52;2022-09-16;52;Pays de la Loire;9.55;20.85;15.2
2022-09-17T00:00:00-53;2022-09-17;53;Bretagne;6.4;18.58;12.49
2022-09-17T00:00:00-76;2022-09-17;76;Occitanie;12.32;22.11;17.21
2022-09-17T00:00:00-94;2022-09-17;94;Corse;19.2;27.55;23.38
2022-09-18T00:00:00-75;2022-09-18;75;Nouvelle-Aquitaine;7.12;23.5;15.31
2022-09-18T00:00:00-94;2022-09-18;94;Corse;13.8;26.0;19.9
2022-09-18T00:00:00-52;2022-09-18;52;Pays de la Loire;4.9;21.2;13.05
2022-09-19T00:00:00-52;2022-09-19;52;Pays de la Loire;7.35;21.45;14.4
2022-09-19T00:00:00-94;2022-09-19;94;Corse;14.8;27.15;20.98
2022-09-19T00:00:00-53;2022-09-19;53;Bretagne;6.98;20.8;13.89
2022-09-20T00:00:00-76;2022-09-20;76;Occitanie;8.51;25.43;16.97
2022-09-20T00:00:00-53;2022-09-20;53;Bretagne;8.5;20.18;14.34
2022-09-20T00:00:00-24;2022-09-20;24;Centre-Val de Loire;5.32;19.85;12.58
2022-09-20T00:00:00-94;2022-09-20;94;Corse;15.0;26.6;20.8
2022-09-20T00:00:00-11;2022-09-20;11;Île-de-France;7.3;17.56;12.43
2022-09-21T00:00:00-75;2022-09-21;75;Nouvelle-Aquitaine;8.81;23.21;16.01
2022-09-21T00:00:00-44;2022-09-21;44;Grand Est;4.6;18.34;11.47
2022-09-22T00:00:00-53;2022-09-22;53;Bretagne;8.45;22.0;15.23
2022-09-22T00:00:00-32;2022-09-22;32;Hauts-de-France;6.5;19.82;13.16
2022-09-22T00:00:00-11;2022-09-22;11;Île-de-France;6.8;20.84;13.82
2022-09-23T00:00:00-76;2022-09-23;76;Occitanie;11.04;24.22;17.63
2022-09-23T00:00:00-27;2022-09-23;27;Bourgogne-Franche-Comté;5.0;20.83;12.92
2022-09-23T00:00:00-84;2022-09-23;84;Auvergne-Rhône-Alpes;7.53;22.8;15.16
2022-09-23T00:00:00-53;2022-09-23;53;Bretagne;11.58;18.27;14.92
2022-09-23T00:00:00-93;2022-09-23;93;Provence-Alpes-Côte d'Azur;12.95;23.4;18.18
2022-09-24T00:00:00-27;2022-09-24;27;Bourgogne-Franche-Comté;11.43;20.03;15.73
2022-09-24T00:00:00-84;2022-09-24;84;Auvergne-Rhône-Alpes;11.84;20.4;16.12
2022-09-25T00:00:00-53;2022-09-25;53;Bretagne;10.9;18.0;14.45
2022-09-25T00:00:00-27;2022-09-25;27;Bourgogne-Franche-Comté;9.4;17.35;13.38
2022-09-25T00:00:00-24;2022-09-25;24;Centre-Val de Loire;11.75;18.7;15.22
2022-09-25T00:00:00-84;2022-09-25;84;Auvergne-Rhône-Alpes;11.23;16.89;14.06
2022-09-25T00:00:00-32;2022-09-25;32;Hauts-de-France;8.52;17.5;13.01
2022-09-27T00:00:00-94;2022-09-27;94;Corse;13.4;24.9;19.15
2022-09-27T00:00:00-93;2022-09-27;93;Provence-Alpes-Côte d'Azur;12.58;20.68;16.63
2022-09-27T00:00:00-84;2022-09-27;84;Auvergne-Rhône-Alpes;9.71;15.86;12.79
2022-09-28T00:00:00-84;2022-09-28;84;Auvergne-Rhône-Alpes;10.77;17.95;14.36
2022-09-29T00:00:00-52;2022-09-29;52;Pays de la Loire;8.3;16.85;12.58
2022-09-30T00:00:00-52;2022-09-30;52;Pays de la Loire;4.15;18.45;11.3
2022-09-30T00:00:00-11;2022-09-30;11;Île-de-France;5.52;18.14;11.83
2022-09-30T00:00:00-28;2022-09-30;28;Normandie;4.96;16.88;10.92
2022-09-30T00:00:00-93;2022-09-30;93;Provence-Alpes-Côte d'Azur;11.52;18.58;15.05
2022-09-25T00:00:00-76;2022-09-25;76;Occitanie;11.27;20.45;15.86
2022-09-25T00:00:00-75;2022-09-25;75;Nouvelle-Aquitaine;8.91;19.31;14.11
2022-09-25T00:00:00-11;2022-09-25;11;Île-de-France;11.44;19.36;15.4
2022-09-25T00:00:00-28;2022-09-25;28;Normandie;10.28;17.14;13.71
2022-09-25T00:00:00-94;2022-09-25;94;Corse;16.4;25.65;21.02
2022-09-26T00:00:00-44;2022-09-26;44;Grand Est;7.12;15.86;11.49
2022-09-26T00:00:00-27;2022-09-26;27;Bourgogne-Franche-Comté;7.87;16.97;12.42
2022-09-26T00:00:00-94;2022-09-26;94;Corse;16.4;25.05;20.72
2022-09-27T00:00:00-53;2022-09-27;53;Bretagne;10.98;16.65;13.81
2022-09-27T00:00:00-75;2022-09-27;75;Nouvelle-Aquitaine;11.73;18.7;15.22
2022-09-27T00:00:00-76;2022-09-27;76;Occitanie;12.73;18.28;15.5
2022-09-28T00:00:00-11;2022-09-28;11;Île-de-France;10.52;15.5;13.01
2022-09-29T00:00:00-53;2022-09-29;53;Bretagne;7.9;15.95;11.92
2022-09-29T00:00:00-11;2022-09-29;11;Île-de-France;9.32;14.9;12.11
2022-09-30T00:00:00-94;2022-09-30;94;Corse;14.25;21.8;18.02
2022-09-30T00:00:00-44;2022-09-30;44;Grand Est;3.65;16.71;10.18
2022-09-01T00:00:00-84;2022-09-01;84;Auvergne-Rhône-Alpes;13.6;28.13;20.86
2022-09-01T00:00:00-11;2022-09-01;11;Île-de-France;16.0;28.48;22.24
2022-09-02T00:00:00-53;2022-09-02;53;Bretagne;15.12;22.78;18.95
2022-09-02T00:00:00-44;2022-09-02;44;Grand Est;11.6;27.12;19.36
2022-09-02T00:00:00-76;2022-09-02;76;Occitanie;17.95;27.9;22.92
2022-09-02T00:00:00-52;2022-09-02;52;Pays de la Loire;16.25;24.8;20.52
2022-09-03T00:00:00-32;2022-09-03;32;Hauts-de-France;16.12;24.34;20.23
2022-09-03T00:00:00-28;2022-09-03;28;Normandie;15.08;23.7;19.39
2022-09-04T00:00:00-11;2022-09-04;11;Île-de-France;14.2;29.56;21.88
2022-09-04T00:00:00-53;2022-09-04;53;Bretagne;16.88;23.9;20.39
2022-09-06T00:00:00-75;2022-09-06;75;Nouvelle-Aquitaine;15.9;30.01;22.96
2022-09-06T00:00:00-11;2022-09-06;11;Île-de-France;15.12;29.02;22.07
2022-09-06T00:00:00-84;2022-09-06;84;Auvergne-Rhône-Alpes;17.75;28.97;23.36
2022-09-06T00:00:00-32;2022-09-06;32;Hauts-de-France;14.54;25.72;20.13
2022-09-07T00:00:00-27;2022-09-07;27;Bourgogne-Franche-Comté;14.6;24.15;19.38
2022-09-08T00:00:00-93;2022-09-08;93;Provence-Alpes-Côte d'Azur;17.2;27.82;22.51
2022-09-08T00:00:00-32;2022-09-08;32;Hauts-de-France;14.32;22.66;18.49
2022-09-08T00:00:00-11;2022-09-08;11;Île-de-France;14.6;22.54;18.57
2022-09-08T00:00:00-53;2022-09-08;53;Bretagne;14.78;20.9;17.84
2022-09-09T00:00:00-28;2022-09-09;28;Normandie;14.72;20.76;17.74
2022-09-09T00:00:00-11;2022-09-09;11;Île-de-France;14.7;20.36;17.53
2022-09-09T00:00:00-32;2022-09-09;32;Hauts-de-France;14.06;19.82;16.94
2022-09-09T00:00:00-53;2022-09-09;53;Bretagne;14.92;20.85;17.89
2022-09-09T00:00:00-76;2022-09-09;76;Occitanie;15.49;24.55;20.02
2022-09-09T00:00:00-24;2022-09-09;24;Centre-Val de Loire;14.88;22.58;18.73
2022-09-10T00:00:00-84;2022-09-10;84;Auvergne-Rhône-Alpes;11.29;22.85;17.07
2022-09-10T00:00:00-76;2022-09-10;76;Occitanie;12.82;26.92;19.87
2022-09-11T00:00:00-24;2022-09-11;24;Centre-Val de Loire;9.93;25.42;17.68
2022-09-11T00:00:00-11;2022-09-11;11;Île-de-France;10.98;22.92;16.95
2022-09-13T00:00:00-24;2022-09-13;24;Centre-Val de Loire;18.5;30.17;24.33
2022-09-14T00:00:00-44;2022-09-14;44;Grand Est;17.54;25.48;21.51
2022-09-15T00:00:00-27;2022-09-15;27;Bourgogne-Franche-Comté;15.77;21.3;18.53
2022-09-16T00:00:00-24;2022-09-16;24;Centre-Val de Loire;11.8;19.87;15.83
2022-09-16T00:00:00-53;2022-09-16;53;Bretagne;10.98;19.08;15.02
2022-09-17T00:00:00-44;2022-09-17;44;Grand Est;7.36;15.8;11.58
2022-09-17T00:00:00-27;2022-09-17;27;Bourgogne-Franche-Comté;6.85;16.15;11.5
2022-09-17T00:00:00-52;2022-09-17;52;Pays de la Loire;5.55;19.55;12.55
2022-09-17T00:00:00-11;2022-09-17;11;Île-de-France;7.88;17.54;12.71
2022-09-18T00:00:00-93;2022-09-18;93;Provence-Alpes-Côte d'Azur;10.73;23.68;17.21
2022-09-18T00:00:00-84;2022-09-18;84;Auvergne-Rhône-Alpes;3.58;19.74;11.66
2022-09-19T00:00:00-32;2022-09-19;32;Hauts-de-France;7.88;17.82;12.85
2022-09-19T00:00:00-28;2022-09-19;28;Normandie;7.3;18.16;12.73
2022-09-19T00:00:00-93;2022-09-19;93;Provence-Alpes-Côte d'Azur;11.27;24.75;18.01
2022-09-19T00:00:00-24;2022-09-19;24;Centre-Val de Loire;5.92;19.75;12.83
2022-09-22T00:00:00-27;2022-09-22;27;Bourgogne-Franche-Comté;3.57;20.63;12.1
2022-09-22T00:00:00-28;2022-09-22;28;Normandie;6.02;21.18;13.6
2022-09-23T00:00:00-32;2022-09-23;32;Hauts-de-France;8.8;18.18;13.49
2022-09-01T00:00:00-94;2022-09-01;94;Corse;20.85;30.05;25.45
2022-09-02T00:00:00-24;2022-09-02;24;Centre-Val de Loire;15.68;24.75;20.22
2022-09-02T00:00:00-27;2022-09-02;27;Bourgogne-Franche-Comté;12.53;26.1;19.32
2022-09-03T00:00:00-27;2022-09-03;27;Bourgogne-Franche-Comté;15.07;25.38;20.23
2022-09-03T00:00:00-93;2022-09-03;93;Provence-Alpes-Côte d'Azur;18.02;28.32;23.17
2022-09-04T00:00:00-28;2022-09-04;28;Normandie;11.86;27.26;19.56
2022-09-04T00:00:00-93;2022-09-04;93;Provence-Alpes-Côte d'Azur;17.82;29.23;23.52
2022-09-05T00:00:00-11;2022-09-05;11;Île-de-France;16.54;30.42;23.48
2022-09-05T00:00:00-93;2022-09-05;93;Provence-Alpes-Côte d'Azur;18.8;30.05;24.42
2022-09-05T00:00:00-75;2022-09-05;75;Nouvelle-Aquitaine;17.46;32.18;24.82
2022-09-05T00:00:00-32;2022-09-05;32;Hauts-de-France;16.46;25.8;21.13
2022-09-05T00:00:00-52;2022-09-05;52;Pays de la Loire;15.5;29.9;22.7
2022-09-06T00:00:00-52;2022-09-06;52;Pays de la Loire;15.5;25.45;20.48
2022-09-07T00:00:00-94;2022-09-07;94;Corse;20.55;30.65;25.6
2022-09-07T00:00:00-52;2022-09-07;52;Pays de la Loire;15.65;21.9;18.77
2022-09-07T00:00:00-76;2022-09-07;76;Occitanie;17.08;27.67;22.38
2022-09-08T00:00:00-44;2022-09-08;44;Grand Est;14.09;22.99;18.54
2022-09-08T00:00:00-84;2022-09-08;84;Auvergne-Rhône-Alpes;12.78;24.84;18.81
2022-09-09T00:00:00-52;2022-09-09;52;Pays de la Loire;14.85;22.4;18.62
2022-09-09T00:00:00-75;2022-09-09;75;Nouvelle-Aquitaine;15.63;23.57;19.6
2022-09-09T00:00:00-27;2022-09-09;27;Bourgogne-Franche-Comté;14.5;22.42;18.46
2022-09-10T00:00:00-24;2022-09-10;24;Centre-Val de Loire;13.47;22.32;17.89
2022-09-10T00:00:00-75;2022-09-10;75;Nouvelle-Aquitaine;12.92;26.3;19.61
2022-09-10T00:00:00-52;2022-09-10;52;Pays de la Loire;12.25;23.45;17.85
2022-09-11T00:00:00-27;2022-09-11;27;Bourgogne-Franche-Comté;10.42;24.08;17.25
2022-09-11T00:00:00-84;2022-09-11;84;Auvergne-Rhône-Alpes;9.05;25.58;17.31
2022-09-11T00:00:00-44;2022-09-11;44;Grand Est;11.9;21.95;16.92
2022-09-11T00:00:00-28;2022-09-11;28;Normandie;10.1;23.44;16.77
2022-09-12T00:00:00-44;2022-09-12;44;Grand Est;9.57;26.55;18.06
2022-09-12T00:00:00-76;2022-09-12;76;Occitanie;17.39;30.98;24.19
2022-09-12T00:00:00-32;2022-09-12;32;Hauts-de-France;12.4;26.04;19.22
2022-09-12T00:00:00-27;2022-09-12;27;Bourgogne-Franche-Comté;10.2;29.23;19.72
2022-09-13T00:00:00-32;2022-09-13;32;Hauts-de-France;17.4;22.44;19.92
2022-09-13T00:00:00-44;2022-09-13;44;Grand Est;13.44;27.28;20.36
2022-09-13T00:00:00-76;2022-09-13;76;Occitanie;21.05;29.8;25.43
2022-09-13T00:00:00-94;2022-09-13;94;Corse;17.1;29.15;23.12
2022-09-14T00:00:00-24;2022-09-14;24;Centre-Val de Loire;17.17;26.13;21.65
2022-09-15T00:00:00-52;2022-09-15;52;Pays de la Loire;17.45;24.9;21.18
2022-09-15T00:00:00-94;2022-09-15;94;Corse;23.2;30.1;26.65
2022-09-16T00:00:00-27;2022-09-16;27;Bourgogne-Franche-Comté;11.98;18.95;15.47
2022-09-17T00:00:00-28;2022-09-17;28;Normandie;6.88;16.34;11.61
2022-09-17T00:00:00-75;2022-09-17;75;Nouvelle-Aquitaine;9.22;20.86;15.04
2022-09-18T00:00:00-44;2022-09-18;44;Grand Est;5.59;17.45;11.52
2022-09-19T00:00:00-44;2022-09-19;44;Grand Est;6.35;17.46;11.91
2022-09-19T00:00:00-75;2022-09-19;75;Nouvelle-Aquitaine;7.94;23.74;15.84
2022-09-20T00:00:00-52;2022-09-20;52;Pays de la Loire;7.45;20.95;14.2
2022-09-20T00:00:00-32;2022-09-20;32;Hauts-de-France;7.94;17.9;12.92
2022-09-21T00:00:00-52;2022-09-21;52;Pays de la Loire;9.5;21.8;15.65
2022-09-21T00:00:00-84;2022-09-21;84;Auvergne-Rhône-Alpes;5.05;20.15;12.6
2022-09-21T00:00:00-76;2022-09-21;76;Occitanie;8.93;25.32;17.12
2022-09-22T00:00:00-84;2022-09-22;84;Auvergne-Rhône-Alpes;4.55;22.62;13.58
2022-09-22T00:00:00-75;2022-09-22;75;Nouvelle-Aquitaine;8.26;25.17;16.71
2022-09-22T00:00:00-93;2022-09-22;93;Provence-Alpes-Côte d'Azur;13.57;23.45;18.51
2022-09-23T00:00:00-75;2022-09-23;75;Nouvelle-Aquitaine;9.96;21.43;15.69
2022-09-24T00:00:00-32;2022-09-24;32;Hauts-de-France;12.22;17.34;14.78
2022-09-24T00:00:00-52;2022-09-24;52;Pays de la Loire;11.95;19.75;15.85
2022-09-24T00:00:00-53;2022-09-24;53;Bretagne;10.98;18.3;14.64
2022-09-25T00:00:00-44;2022-09-25;44;Grand Est;10.0;17.04;13.52
2022-09-26T00:00:00-53;2022-09-26;53;Bretagne;8.28;16.65;12.46
2022-09-26T00:00:00-11;2022-09-26;11;Île-de-France;10.96;15.04;13.0
2022-09-26T00:00:00-24;2022-09-26;24;Centre-Val de Loire;8.1;15.83;11.97
2022-09-26T00:00:00-93;2022-09-26;93;Provence-Alpes-Côte d'Azur;11.67;22.23;16.95
2022-09-27T00:00:00-52;2022-09-27;52;Pays de la Loire;9.95;18.25;14.1
2022-09-27T00:00:00-44;2022-09-27;44;Grand Est;8.52;13.6;11.06
2022-09-27T00:00:00-28;2022-09-27;28;Normandie;9.8;15.58;12.69
2022-09-27T00:00:00-24;2022-09-27;24;Centre-Val de Loire;9.5;16.55;13.02
