Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3000;2022;Agglomération de Nîmes;;;;;;7,4;8,5;9,8;11,3;13,1;9,4;393;470;571;720;900;612;65;8038;35287;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Maison 1-3P;7,1;8,0;10,0;11,7;13,5;9,5;490;550;620;720;808;645;68;253;3024;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Ensemble 4P+;6,7;7,7;8,8;9,6;10,7;8,6;570;680;813;930;1050;823;96;1322;9934;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Maison 4P+;7,2;8,2;9,3;10,0;11,1;9,0;704;790;900;1000;1101;902;101;486;5450;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Appart 1P;10,0;11,8;13,3;15,1;16,4;13,0;296;326;360;420;458;372;29;1102;3278;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Appart 2P;8,6;9,6;10,8;12,0;13,3;10,6;385;420;475;520;570;475;45;3138;10024;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Appart 3P;7,5;8,4;9,4;10,5;11,3;9,3;480;536;600;658;725;600;65;2223;9027;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Appart 4P+;6,2;7,1;8,2;9,2;10,1;8,1;517;581;700;800;950;720;89;836;4484;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Ensemble 1P;10,0;11,8;13,3;15,1;16,4;13,0;296;325;360;420;458;371;29;1105;3384;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Ensemble 2P;8,6;9,6;10,8;12,1;13,5;10,6;390;420;480;530;595;480;45;3195;10738;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;;Ensemble 3P;7,4;8,4;9,4;10,5;11,4;9,3;488;540;608;681;750;614;66;2416;11230;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;1. Moins de 1 an;;7,9;9,1;10,6;11,9;13,7;10,1;390;450;550;690;830;589;58;2547;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 4P+;7,3;7,8;9,0;10,7;11,3;9,2;600;700;830;923;1130;846;92;344;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 1P;10,1;12,5;13,7;15,2;16,2;13,1;300;335;383;425;500;387;30;426;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 2P;8,9;9,9;11,1;12,5;13,7;11,0;393;430;480;540;595;484;44;1070;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;1. Moins de 1 an;Ensemble 3P;7,6;8,7;9,9;11,1;11,6;9,6;520;575;630;704;753;638;66;707;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;2. 1 an et plus;;7,2;8,3;9,5;10,9;12,6;9,2;395;475;580;745;909;621;67;5491;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 4P+;6,7;7,6;8,7;9,5;10,3;8,5;563;678;808;930;1050;818;96;978;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 1P;10,0;11,5;13,1;15,0;16,7;12,9;291;320;355;408;450;362;28;679;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 2P;8,5;9,4;10,5;11,8;13,3;10,4;385;420;479;528;584;478;46;2125;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;;2. 1 an et plus;Ensemble 3P;7,3;8,2;9,3;10,3;11,3;9,1;480;534;600;667;742;603;66;1709;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;;;7,2;8,3;9,8;11,1;13,3;9,2;362;430;530;650;775;554;60;2771;7416;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 4P+;6,0;7,1;8,0;9,3;10,0;7,9;580;650;765;850;981;773;98;337;1713;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 1P;9,0;10,7;12,5;14,5;16,1;12,2;278;310;360;400;450;364;30;471;734;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 2P;8,2;9,3;10,4;12,0;13,8;10,3;370;408;458;510;600;466;45;1136;2648;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;;Ensemble 3P;7,1;8,1;9,2;10,3;11,4;9,1;454;528;590;650;703;590;65;827;2322;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;1. Moins de 1 an;;7,6;8,6;10,2;11,6;13,8;9,7;370;430;526;622;750;549;57;963;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;1. Avant 1946;2. 1 an et plus;;7,0;8,1;9,6;10,8;12,9;9,0;360;426;530;650;775;557;62;1808;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;;;7,1;8,1;9,1;10,6;12,2;9,0;400;458;545;645;808;576;64;1118;8084;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 4P+;6,7;7,3;8,4;9,0;10,0;8,2;500;555;700;841;963;715;87;302;2386;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 1P;9,7;12,0;13,9;15,0;16,5;13,4;330;342;403;420;450;390;29;89;633;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 2P;8,4;9,2;10,1;11,8;12,6;10,2;372;406;450;485;550;453;44;279;2127;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;;Ensemble 3P;7,1;8,2;9,0;10,0;11,4;8,9;480;510;557;620;700;574;64;448;2939;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;1. Moins de 1 an;;7,5;8,5;9,5;11,7;12,6;9,5;395;450;550;645;720;566;59;322;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;2. Entre 1946-1970;2. 1 an et plus;;7,1;7,9;8,9;10,2;12,0;8,8;400;470;540;641;824;579;65;796;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;;;6,9;8,4;9,8;11,4;13,6;9,3;374;447;550;700;889;598;64;1122;7854;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 4P+;6,2;6,9;8,4;9,5;10,7;8,3;550;581;729;941;1128;779;93;245;2382;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 1P;11,4;13,0;14,3;15,4;16,7;13,8;310;334;350;400;420;364;26;254;1096;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 2P;8,5;9,4;10,8;11,9;12,5;10,5;400;419;465;518;613;481;46;385;2167;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;;Ensemble 3P;7,3;8,4;9,5;10,6;11,3;9,2;504;550;616;714;767;625;68;238;2209;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;1. Moins de 1 an;;8,4;9,1;10,8;12,4;14,7;10,4;370;440;540;690;788;582;56;296;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;3. Entre 1971-1990;2. 1 an et plus;;6,7;7,8;9,4;11,1;12,9;9,0;379;450;560;700;915;604;67;826;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;;;8,1;9,2;9,8;11,2;13,4;9,8;443;528;700;885;1050;712;73;1220;6394;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 4P+;8,0;8,9;9,5;10,0;10,7;9,3;707;808;900;1050;1050;921;99;214;1909;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 1P;12,0;13,1;15,2;15,9;17,3;14,1;320;329;418;460;473;401;28;143;633;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 2P;9,4;10,1;11,2;12,8;13,5;11,2;406;463;508;540;556;498;44;521;1930;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;;Ensemble 3P;7,6;8,4;9,4;10,7;11,2;9,3;572;591;650;725;819;667;71;342;1922;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;1. Moins de 1 an;;8,6;9,5;11,0;12,8;13,8;10,4;400;487;591;785;880;634;61;353;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;4. Entre 1991-2005;2. 1 an et plus;;8,1;9,0;9,5;10,7;12,5;9,6;460;540;720;900;1050;738;77;867;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;;;8,2;9,2;10,3;11,4;12,5;9,9;454;524;650;798;900;678;69;1807;5538;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 4P+;7,9;8,2;9,0;10,1;11,3;9,1;727;790;900;945;1100;888;98;224;1544;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 1P;10,9;11,6;13,0;13,7;14,5;12,6;268;320;350;410;430;357;28;148;289;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 2P;9,9;10,4;11,4;12,2;13,3;11,3;430;477;513;545;572;510;45;874;1867;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;;Ensemble 3P;8,5;9,4;10,2;11,2;12,3;10,1;561;621;670;720;770;666;66;561;1838;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;1. Moins de 1 an;;9,4;10,1;11,2;11,9;13,3;10,7;440;500;640;750;900;661;62;613;;Estimation directe
B3000;2022;Agglomération de Nîmes;;;5. Après 2005;2. 1 an et plus;;8,1;8,5;10,0;11,4;12,5;9,6;461;528;650;812;917;684;71;1194;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;;;7,2;8,2;9,4;10,4;11,9;9,1;575;690;824;930;1050;823;90;739;8473;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;;Maison 1-3P;7,1;8,0;10,0;11,7;13,5;9,5;490;550;620;720;808;645;68;253;3024;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;;Maison 4P+;7,2;8,2;9,3;10,0;11,1;9,0;704;790;900;1000;1101;902;101;486;5450;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;;7,5;8,8;10,3;11,3;12,6;9,8;556;650;780;900;1022;795;81;220;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 1-3P;7,1;8,5;10,3;12,4;13,0;9,8;540;595;680;720;800;662;68;92;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;1. Moins de 1 an;Maison 4P+;7,7;9,0;10,3;11,3;12,1;9,9;751;830;900;984;1130;933;94;128;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;2. 1 an et plus;;7,2;8,1;9,2;10,0;11,3;8,9;575;700;841;950;1050;831;93;519;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 1-3P;6,3;7,6;10,0;11,3;13,9;9,4;490;540;600;706;808;635;68;161;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;;2. 1 an et plus;Maison 4P+;7,2;8,1;9,2;9,7;10,5;8,8;700;790;889;1000;1100;896;102;358;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;1. Avant 1946;;;6,2;7,2;8,6;10,0;11,3;8,3;490;600;680;850;1000;728;88;216;1548;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 1-3P;5,6;7,6;9,9;10,4;13,4;9,0;413;500;600;670;808;612;68;121;803;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;1. Avant 1946;;Maison 4P+;6,2;7,2;7,8;9,1;10,0;7,9;650;720;813;891;1150;845;107;95;745;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;1. Avant 1946;1. Moins de 1 an;;7,0;7,6;9,0;10,3;10,8;8,9;548;603;680;780;950;706;79;74;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;1. Avant 1946;2. 1 an et plus;;5,8;7,2;8,0;10,0;11,5;8,1;490;600;680;850;1000;735;90;142;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;;7,1;8,3;8,8;10,0;11,8;9,0;540;605;770;889;950;765;85;84;1516;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;29;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;;Maison 4P+;7,1;8,0;9,3;10,0;11,7;8,9;709;800;849;930;1016;871;98;55;839;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;2. Entre 1946-1970;2. 1 an et plus;;7,1;8,0;8,8;10,0;12,1;8,9;560;700;781;883;930;770;87;62;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;;5,5;8,5;9,9;11,3;12,4;9,1;550;690;790;990;1128;828;91;117;1912;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;30;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;;Maison 4P+;5,5;8,1;9,3;10,7;12,7;8,8;600;817;975;1117;1130;926;105;87;1355;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;30;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;3. Entre 1971-1990;2. 1 an et plus;;5,5;6,9;9,4;11,1;11,7;8,7;550;616;841;990;1128;829;96;87;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;;7,6;8,8;9,5;10,0;10,8;9,3;700;780;885;1050;1050;884;95;173;1987;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;33;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;;Maison 4P+;8,1;9,0;9,5;10,0;10,5;9,4;733;808;900;1050;1050;919;98;140;1401;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;40;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;4. Entre 1991-2005;2. 1 an et plus;;8,0;8,8;9,5;9,7;10,5;9,3;700;780;898;1050;1050;899;97;133;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;5. Après 2005;;;8,2;8,3;9,6;10,8;12,0;9,6;650;770;881;900;1100;861;90;149;1510;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;40;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;5. Après 2005;;Maison 4P+;8,1;8,2;9,2;10,3;11,3;9,3;790;826;900;950;1100;913;98;109;1109;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;5. Après 2005;1. Moins de 1 an;;9,8;10,3;11,0;11,3;12,4;10,7;720;745;900;900;995;861;80;54;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Maison;5. Après 2005;2. 1 an et plus;;8,1;8,2;9,2;10,3;12,0;9,3;650;790;881;939;1100;861;93;95;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;;;7,5;8,6;10,0;11,5;13,3;9,6;374;440;524;630;729;545;57;7299;26813;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;;Appart 1P;10,0;11,8;13,3;15,1;16,4;13,0;296;326;360;420;458;372;29;1102;3278;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;;Appart 2P;8,6;9,6;10,8;12,0;13,3;10,6;385;420;475;520;570;475;45;3138;10024;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;;Appart 3P;7,5;8,4;9,4;10,5;11,3;9,3;480;536;600;658;725;600;65;2223;9027;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;;Appart 4P+;6,2;7,1;8,2;9,2;10,1;8,1;517;581;700;800;950;720;89;836;4484;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;;8,0;9,1;10,7;12,1;14,0;10,2;375;440;520;620;720;540;53;2327;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 1P;10,1;12,5;13,7;15,2;16,2;13,1;300;335;383;430;500;387;30;424;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 2P;8,9;9,8;11,0;12,4;13,5;10,9;391;430;480;520;590;480;44;1042;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 3P;7,9;8,9;9,8;11,2;11,6;9,7;505;550;615;683;730;620;64;645;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;1. Moins de 1 an;Appart 4P+;6,9;7,6;8,2;8,9;10,5;8,3;550;622;700;819;995;752;90;216;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;;7,3;8,5;9,8;11,2;13,0;9,4;373;444;530;630;740;547;58;4972;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 1P;10,0;11,5;13,1;15,0;16,7;12,9;290;320;355;409;450;362;28;678;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 2P;8,5;9,4;10,6;11,8;13,1;10,5;381;417;473;520;565;471;45;2096;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 3P;7,3;8,3;9,3;10,3;11,1;9,1;475;529;597;650;720;591;65;1578;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;;2. 1 an et plus;Appart 4P+;6,1;7,1;8,2;9,2;10,0;8,0;500;570;696;800;950;712;89;620;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;;;7,5;8,6;10,0;11,3;13,4;9,5;355;415;500;603;700;519;55;2555;5868;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 1P;9,0;10,7;12,5;14,5;16,1;12,2;278;310;360;400;450;364;30;468;706;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 2P;8,2;9,3;10,4;12,0;13,9;10,5;370;405;450;500;593;462;44;1105;2424;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 3P;7,3;8,3;9,2;10,3;11,2;9,1;450;520;580;640;688;575;63;740;1771;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;;Appart 4P+;5,7;7,1;8,1;9,4;10,3;7,9;517;627;700;775;858;716;91;242;968;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;1. Moins de 1 an;;7,8;8,8;10,4;11,9;14,3;9,9;370;425;501;600;700;525;53;889;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;1. Avant 1946;2. 1 an et plus;;7,3;8,5;9,8;10,9;13,0;9,3;350;406;500;610;700;516;55;1666;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;;7,1;8,0;9,1;10,7;12,4;9,0;390;450;520;600;720;546;61;1034;6568;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 1P;9,7;12,0;13,9;15,0;16,5;13,4;330;342;403;420;450;390;29;89;599;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 2P;8,4;9,1;10,1;11,8;12,4;10,2;380;406;450;482;550;452;44;274;1968;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 3P;7,1;8,2;9,1;10,0;11,4;8,9;467;500;550;610;683;563;63;424;2455;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 4P+;6,5;7,3;8,0;8,7;9,3;8,0;500;527;607;731;950;664;83;247;1546;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,5;8,5;9,4;11,7;13,0;9,5;372;450;550;640;718;548;57;300;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,0;7,9;9,0;10,3;12,0;8,8;390;450;518;600;720;546;62;734;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;;7,1;8,4;9,8;11,7;14,3;9,4;355;420;520;630;736;542;58;1005;5942;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 1P;11,4;13,0;14,3;15,4;16,7;13,8;310;334;350;400;420;364;26;254;1075;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 2P;8,5;9,4;10,6;11,8;12,5;10,4;396;412;450;511;552;467;45;380;2028;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 3P;7,5;8,2;9,5;10,5;11,2;9,3;480;543;596;660;730;605;65;213;1812;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 4P+;6,7;6,9;8,2;9,2;9,5;8,0;550;570;639;772;915;692;87;158;1027;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,4;9,2;10,8;12,4;15,0;10,4;360;404;502;600;720;520;50;266;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,9;7,9;9,5;11,1;13,1;9,1;355;420;547;631;767;551;61;739;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;;8,5;9,4;10,7;12,2;13,8;10,4;400;464;540;650;754;578;56;1047;4407;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 1P;12,0;13,1;15,2;15,9;17,3;14,1;320;329;418;460;473;401;28;143;616;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 2P;9,3;10,0;11,0;12,4;13,5;11,1;402;460;504;535;555;494;45;510;1798;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 3P;8,1;9,3;9,7;10,8;11,2;9,7;556;591;650;720;753;655;68;320;1485;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 4P+;7,8;8,3;8,9;10,6;11,3;9,2;696;727;898;1036;1333;939;102;74;508;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,9;9,7;11,2;12,9;13,8;10,9;400;460;540;650;750;570;52;313;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,2;9,3;10,5;11,8;13,9;10,2;405;476;540;657;754;581;57;734;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;;;8,4;9,6;10,6;11,7;13,0;10,1;418;495;560;662;760;585;58;1658;4028;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 1P;10,9;11,6;13,0;13,7;14,5;12,6;268;320;350;410;430;357;28;148;282;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 2P;9,8;10,3;11,4;12,2;13,0;11,2;424;475;501;540;570;506;45;869;1805;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 3P;8,3;9,2;10,0;11,1;11,5;9,9;555;610;648;710;759;654;66;526;1506;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 4P+;5,7;7,6;8,4;9,5;10,8;8,3;650;693;760;830;971;809;98;115;435;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;1. Moins de 1 an;;9,4;10,0;11,2;12,1;13,3;10,7;420;480;540;680;729;575;54;559;;Estimation directe
B3000;2022;Agglomération de Nîmes;;Appartement;5. Après 2005;2. 1 an et plus;;8,1;9,4;10,4;11,5;12,6;9,9;417;500;572;655;770;589;60;1099;;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;;7,5;8,7;10,0;11,6;13,4;9,7;377;445;540;650;800;571;59;7002;25336;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Maison 1-3P;7,6;8,7;10,3;12,3;14,8;10,1;490;600;700;745;857;668;66;144;1222;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Ensemble 4P+;6,7;7,4;8,5;9,9;11,0;8,6;535;623;760;917;1100;784;91;946;5478;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Maison 4P+;7,2;9,0;10,0;11,1;12,0;9,6;763;850;958;1101;1200;976;101;225;1741;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Appart 1P;10,3;12,0;13,3;15,3;16,6;13,1;300;326;360;410;450;369;28;1036;2928;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Appart 2P;8,7;9,8;10,9;12,1;13,4;10,7;383;420;469;520;568;471;44;2893;8410;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Appart 3P;7,5;8,5;9,5;10,4;11,2;9,3;475;530;595;650;720;592;64;1983;7299;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Appart 4P+;6,5;7,1;8,2;9,0;10,0;8,1;502;570;667;775;920;702;87;721;3736;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Ensemble 1P;10,3;12,0;13,3;15,3;16,6;13,1;300;325;360;410;450;368;28;1039;2998;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Ensemble 2P;8,7;9,8;10,9;12,1;13,5;10,7;385;420;471;525;578;475;44;2928;8745;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;;Ensemble 3P;7,5;8,5;9,5;10,5;11,5;9,4;480;540;600;673;745;608;65;2089;8115;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;;8,2;9,3;10,7;12,3;13,9;10,3;372;440;522;630;745;557;54;2209;;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;6,9;7,7;8,5;10,1;11,7;8,9;554;654;750;965;1130;817;92;236;;Estimation directe
B3000;2022;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;11,1;12,5;13,8;15,3;16,2;13,4;300;330;370;425;462;381;28;400;;Estimation directe
