Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;49;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;15;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;1. Avant 1946;2. 1 an et plus;;6,7;7,0;8,0;10,6;12,1;8,4;526;597;700;770;976;738;88;60;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;46;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;11;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;8;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;38;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;;6,1;7,0;8,3;9,4;10,9;8,1;500;630;700;910;1250;784;97;110;1277;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;;Maison 4P+;6,1;7,0;8,1;9,0;11,2;7,9;527;680;780;977;1250;836;105;85;988;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;3. Entre 1971-1990;2. 1 an et plus;;6,1;7,0;8,2;9,0;10,1;7,8;495;630;700;850;1064;758;97;86;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;;7,2;7,7;8,4;9,9;11,1;8,6;600;675;760;930;1150;813;95;236;1958;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;Maison 1-3P;7,2;7,7;9,7;11,0;11,2;9,3;469;550;650;680;690;613;66;51;400;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;;Maison 4P+;7,2;7,7;8,1;9,5;10,6;8,4;675;740;810;981;1202;879;104;185;1558;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;47;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;4. Entre 1991-2005;2. 1 an et plus;;7,2;7,6;8,1;9,3;10,9;8,3;600;670;750;887;1013;792;96;189;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;;7,2;8,0;8,5;9,6;10,4;8,7;651;727;814;1000;1386;919;106;305;1761;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;38;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;;Maison 4P+;7,0;7,8;8,4;9,3;10,2;8,5;682;758;866;1050;1481;959;112;267;1519;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;1. Moins de 1 an;;8,0;8,5;9,2;10,3;12,4;9,4;660;750;900;1400;1600;1063;113;70;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Maison;5. Après 2005;2. 1 an et plus;;6,8;7,7;8,3;9,2;9,9;8,3;621;727;800;947;1151;861;103;235;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;;8,0;8,9;10,0;11,3;13,5;9,8;344;414;487;580;690;510;52;2909;11173;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 1P;10,0;11,2;13,0;15,3;17,0;13,0;288;305;341;380;450;355;27;449;1699;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 2P;8,7;9,5;10,5;11,4;12,5;10,4;375;406;442;480;520;445;43;1317;4685;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 3P;7,7;8,5;9,3;9,9;11,0;9,3;498;530;575;635;713;595;64;944;3662;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;;Appart 4P+;6,7;7,5;8,3;9,0;10,0;8,4;537;604;700;850;975;740;88;199;1126;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;;8,7;9,5;10,6;12,3;15,0;10,5;345;412;500;613;770;533;51;801;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 1P;10,0;12,1;13,8;15,8;17,6;13,7;290;308;353;387;450;357;26;180;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 2P;9,2;10,0;11,1;12,2;13,9;11,1;382;425;467;510;560;469;42;334;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 3P;8,7;9,3;9,8;10,5;11,4;10,0;540;570;620;685;850;651;65;235;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;1. Moins de 1 an;Appart 4P+;7,3;8,1;8,8;9,6;10,1;8,8;509;640;750;880;900;774;88;52;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;;7,7;8,7;9,7;10,9;12,3;9,5;343;414;479;561;663;498;53;2108;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 1P;10,0;10,9;12,2;14,5;16,7;12,5;280;303;335;377;460;352;28;269;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 2P;8,5;9,3;10,2;11,0;11,9;10,1;370;400;434;461;500;433;43;983;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 3P;7,5;8,3;9,1;9,8;10,7;9,0;485;520;555;607;700;572;64;709;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;;2. 1 an et plus;Appart 4P+;6,6;7,2;8,2;8,7;9,9;8,2;537;589;677;771;982;716;88;147;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;;7,9;9,0;10,8;13,0;15,3;10,3;330;370;463;600;850;524;51;225;844;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 1P;10,9;11,8;13,2;16,8;26,6;14,3;263;318;350;390;505;368;26;56;147;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 2P;8,6;9,6;11,0;13,0;14,4;11,0;349;370;420;491;520;430;39;88;296;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 3P;6,4;8,0;9,8;9,9;11,4;9,4;384;494;613;713;850;626;67;54;241;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;27;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;1. Moins de 1 an;;8,6;9,1;11,4;13,3;16,1;10,9;360;382;480;690;880;557;51;62;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;1. Avant 1946;2. 1 an et plus;;7,1;8,8;10,5;12,3;13,5;9,9;320;360;457;557;713;501;50;163;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;;7,8;8,3;9,1;10,9;12,0;9,2;400;453;522;608;750;547;59;120;981;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;10;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;49;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;43;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;18;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,5;8,2;8,9;9,8;11,1;8,8;372;427;500;574;742;519;59;86;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;;7,2;8,4;9,7;11,1;12,7;9,3;335;400;497;599;718;512;55;402;2553;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 1P;9,6;10,1;12,2;14,0;15,6;11,8;296;330;356;400;430;364;31;114;628;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 2P;7,6;8,7;10,0;11,2;12,0;9,7;320;390;435;494;560;441;45;140;903;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 3P;6,8;8,0;9,2;10,3;11,7;9,1;485;523;574;650;823;599;66;100;683;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;48;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,8;9,6;10,1;12,3;14,2;10,4;335;400;542;660;850;557;53;116;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,8;7,9;9,2;10,6;12,0;8,8;335;400;477;554;650;489;55;286;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;;8,2;9,2;10,5;11,8;14,5;10,1;314;400;475;555;660;491;49;763;3507;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 1P;11,3;12,1;14,6;15,4;16,7;13,6;285;300;310;370;400;336;25;173;505;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 2P;8,9;9,8;10,6;11,7;12,4;10,6;385;410;441;490;528;448;42;312;1588;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 3P;7,8;8,4;9,3;10,4;11,3;9,4;500;525;566;626;715;594;63;227;1145;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;;Appart 4P+;5,8;7,5;8,1;8,9;10,2;8,1;467;582;678;799;930;722;89;51;269;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;9,3;10,2;11,4;13,9;15,8;11,0;300;370;470;560;655;488;44;212;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,1;8,8;10,0;11,3;12,7;9,7;330;405;480;555;664;493;51;551;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;;8,4;9,1;9,7;10,6;11,7;9,7;390;438;492;584;650;515;53;1399;3287;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 1P;9,9;10,1;11,0;12,7;17,0;11,8;300;318;342;390;550;371;31;96;235;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 2P;9,0;9,7;10,3;11,0;12,2;10,4;390;422;447;467;500;449;43;728;1610;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 3P;8,1;8,8;9,3;9,7;10,4;9,2;514;546;575;615;671;586;63;520;1258;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;;Appart 4P+;8,1;8,2;8,5;8,9;9,9;8,8;635;647;687;762;998;740;85;55;184;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;1. Moins de 1 an;;8,8;9,4;10,0;11,1;12,3;10,1;390;450;525;615;687;534;53;377;;Estimation directe
B5600;2022;Golfe du Morbihan - Vannes Agglomération;;Appartement;5. Après 2005;2. 1 an et plus;;8,2;8,9;9,6;10,5;11,3;9,5;390;433;478;570;630;505;53;1022;;Estimation directe
B5600;2022;Lorient Agglomération;;;;;;6,7;7,7;9,0;10,6;12,3;8,6;380;442;536;676;830;579;67;3107;18953;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Maison 1-3P;5,3;7,7;9,4;11,2;12,6;8,9;427;464;520;606;687;544;61;174;1595;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Ensemble 4P+;6,0;6,8;7,8;9,0;10,0;7,7;550;637;740;870;1070;774;100;765;6003;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Maison 4P+;5,9;6,8;8,0;9,1;10,0;7,8;600;700;800;903;1168;830;107;404;3974;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Appart 1P;10,1;11,5;13,0;15,4;18,0;13,0;300;313;340;378;400;347;27;276;1374;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Appart 2P;8,3;9,2;10,3;11,5;12,9;10,2;366;400;440;480;530;444;43;1035;5033;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Appart 3P;7,1;7,7;8,7;9,6;10,3;8,7;450;500;550;597;670;558;64;857;4948;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Appart 4P+;6,1;6,8;7,6;8,5;9,8;7,7;500;559;640;710;860;664;87;361;2029;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Ensemble 1P;10,0;11,5;13,0;15,4;18,2;12,9;300;315;340;380;400;348;27;279;1420;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Ensemble 2P;8,2;9,2;10,3;11,6;12,9;10,2;365;400;440;484;530;446;44;1075;5358;Estimation directe
B5600;2022;Lorient Agglomération;;;;;Ensemble 3P;6,9;7,7;8,8;9,8;11,0;8,7;450;500;550;600;680;559;64;988;6172;Estimation directe
B5600;2022;Lorient Agglomération;;;;1. Moins de 1 an;;7,1;8,2;9,6;11,2;13,6;9,1;364;445;550;700;880;595;66;742;;Estimation directe
B5600;2022;Lorient Agglomération;;;;1. Moins de 1 an;Ensemble 4P+;6,3;7,0;8,2;9,5;10,5;8,0;560;660;800;910;1100;802;100;161;;Estimation directe
B5600;2022;Lorient Agglomération;;;;1. Moins de 1 an;Ensemble 1P;10,6;12,0;13,3;17,8;18,4;13,6;300;320;350;390;430;358;26;103;;Estimation directe
B5600;2022;Lorient Agglomération;;;;1. Moins de 1 an;Ensemble 2P;8,9;9,8;10,8;12,1;14,2;11,0;380;420;450;500;545;459;42;255;;Estimation directe
B5600;2022;Lorient Agglomération;;;;1. Moins de 1 an;Ensemble 3P;7,4;8,1;9,2;10,0;10,5;9,0;455;520;560;635;703;581;64;223;;Estimation directe
B5600;2022;Lorient Agglomération;;;;2. 1 an et plus;;6,7;7,6;8,8;10,4;11,9;8,5;387;442;530;653;820;573;68;2365;;Estimation directe
B5600;2022;Lorient Agglomération;;;;2. 1 an et plus;Ensemble 4P+;5,9;6,8;7,7;8,7;9,9;7,6;550;616;717;860;1026;762;100;604;;Estimation directe
B5600;2022;Lorient Agglomération;;;;2. 1 an et plus;Ensemble 1P;9,7;10,9;12,6;14,2;16,0;12,4;300;310;333;367;400;340;27;176;;Estimation directe
B5600;2022;Lorient Agglomération;;;;2. 1 an et plus;Ensemble 2P;8,0;9,0;10,0;11,3;12,4;10,0;360;400;440;480;520;441;44;820;;Estimation directe
B5600;2022;Lorient Agglomération;;;;2. 1 an et plus;Ensemble 3P;6,8;7,6;8,6;9,7;11,0;8,5;450;491;545;596;665;551;64;765;;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;;;6,1;7,4;8,9;11,1;13,5;8,3;350;420;510;636;780;537;64;339;1638;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;;Ensemble 4P+;5,0;6,3;6,9;8,4;9,7;7,3;600;650;690;800;857;720;99;57;578;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;46;;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;;Ensemble 2P;7,9;9,0;10,7;12,2;13,6;10,4;350;380;425;502;520;442;43;139;420;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;;Ensemble 3P;5,0;7,4;7,9;9,2;11,1;7,8;459;470;514;590;650;533;68;97;510;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;1. Moins de 1 an;;6,3;7,9;9,0;12,2;17,6;8,6;330;410;530;690;805;548;63;103;;Estimation directe
B5600;2022;Lorient Agglomération;;;1. Avant 1946;2. 1 an et plus;;5,3;7,0;8,6;11,0;12,4;8,2;360;425;500;620;702;532;65;236;;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;;;6,8;7,7;9,0;10,5;12,1;8,6;380;435;515;623;780;555;64;965;5757;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;;Ensemble 4P+;6,0;6,8;7,6;8,5;9,8;7,5;522;585;695;813;980;731;97;257;1625;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;;Ensemble 1P;10,5;11,4;12,2;14,0;16,0;12,4;319;335;370;400;430;368;30;83;500;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;;Ensemble 2P;8,2;9,2;10,0;11,3;12,3;10,1;370;400;439;470;505;439;44;289;1516;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;;Ensemble 3P;6,9;7,7;8,6;9,8;10,7;8,7;439;490;536;596;690;558;64;336;2116;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;1. Moins de 1 an;;7,1;8,2;9,5;10,9;12,7;9,2;375;450;530;675;880;577;63;252;;Estimation directe
B5600;2022;Lorient Agglomération;;;2. Entre 1946-1970;2. 1 an et plus;;6,8;7,5;8,7;10,3;12,0;8,4;381;430;502;600;750;545;65;713;;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;;;6,3;7,1;8,6;10,1;13,0;8,3;387;450;550;687;900;600;73;519;4697;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;;Ensemble 4P+;5,7;6,3;7,1;8,2;9,3;7,4;506;603;726;900;1150;782;106;176;1675;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;;Ensemble 1P;10,2;11,6;14,0;18,4;18,4;13,8;300;318;347;350;390;341;25;65;367;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;;Ensemble 2P;7,9;9,0;9,9;11,6;13,1;10,1;390;413;440;490;530;452;45;152;1237;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;;Ensemble 3P;6,7;7,6;8,7;9,6;10,4;8,5;450;500;550;596;646;546;64;126;1417;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;1. Moins de 1 an;;7,0;8,3;9,6;11,6;14,8;9,2;350;450;550;680;950;603;65;123;;Estimation directe
B5600;2022;Lorient Agglomération;;;3. Entre 1971-1990;2. 1 an et plus;;6,2;7,0;8,1;9,6;11,8;7,9;398;450;545;700;900;598;75;396;;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;;;7,2;8,0;9,5;10,9;12,5;9,0;350;457;585;760;882;619;69;387;3039;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;;Ensemble 4P+;6,8;7,6;8,3;9,7;10,7;8,3;680;716;800;882;1000;818;99;102;979;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;39;;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;;Ensemble 2P;8,0;8,8;10,2;11,6;12,5;10,1;369;405;440;500;545;451;45;120;859;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;;Ensemble 3P;7,5;8,3;9,5;10,6;11,0;9,3;492;533;564;643;661;582;63;126;949;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;1. Moins de 1 an;;7,6;8,8;9,8;11,4;13,3;9,4;410;470;650;800;980;650;69;77;;Estimation directe
B5600;2022;Lorient Agglomération;;;4. Entre 1991-2005;2. 1 an et plus;;7,1;7,9;9,1;10,8;12,4;8,8;350;457;561;704;870;604;69;310;;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;;;7,5;8,5;9,3;10,3;11,5;9,0;414;465;571;711;870;617;68;897;3822;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;;Ensemble 4P+;6,6;7,7;8,7;9,4;10,1;8,3;580;700;800;900;1200;830;100;173;1145;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;46;;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;;Ensemble 2P;8,9;9,6;10,4;11,3;12,4;10,5;388;420;450;484;525;453;43;375;1325;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;;Ensemble 3P;7,5;8,5;9,1;10,0;10,8;9,2;450;525;574;618;674;580;63;303;1180;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;1. Moins de 1 an;;7,4;8,6;9,7;10,4;13,1;8,9;415;450;550;786;1000;629;71;187;;Estimation directe
B5600;2022;Lorient Agglomération;;;5. Après 2005;2. 1 an et plus;;7,5;8,4;9,2;10,3;11,3;9,1;414;480;574;710;845;613;68;710;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;;;5,9;6,9;8,2;9,6;11,0;8,0;470;585;729;860;1026;748;94;578;5569;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;;Maison 1-3P;5,3;7,7;9,4;11,2;12,6;8,9;427;464;520;606;687;544;61;174;1595;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;;Maison 4P+;5,9;6,8;8,0;9,1;10,0;7,8;600;700;800;903;1168;830;107;404;3974;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;1. Moins de 1 an;;6,3;7,4;8,8;9,9;10,8;8,2;524;637;800;910;1065;790;96;132;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;42;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;1. Moins de 1 an;Maison 4P+;6,0;7,1;8,5;9,8;10,5;8,0;600;740;800;980;1100;839;105;90;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;2. 1 an et plus;;5,8;6,9;8,0;9,5;11,1;7,9;467;570;700;845;1014;732;93;446;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;2. 1 an et plus;Maison 1-3P;5,3;7,7;9,2;11,1;12,4;8,7;424;460;515;590;687;536;61;132;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;;2. 1 an et plus;Maison 4P+;5,9;6,8;7,8;8,9;9,9;7,6;600;681;790;900;1200;826;108;314;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;1. Avant 1946;;;5,0;6,8;7,9;9,5;11,7;7,8;459;480;600;718;819;617;79;86;784;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;49;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;37;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;1. Avant 1946;2. 1 an et plus;;5,0;6,8;7,7;9,8;12,4;7,7;459;470;520;680;790;590;77;62;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;2. Entre 1946-1970;;;6,0;6,9;7,9;10,0;12,3;7,9;465;600;730;890;1200;780;99;114;1106;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;2. Entre 1946-1970;;Maison 4P+;4,5;6,7;7,5;8,7;10,5;7,4;600;700;778;980;1200;854;115;80;745;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;2. Entre 1946-1970;2. 1 an et plus;;6,0;6,7;7,5;10,3;12,3;7,7;500;600;730;873;1200;772;101;80;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;3. Entre 1971-1990;;;5,7;6,5;7,1;8,8;10,6;7,4;500;650;800;900;1150;802;108;100;1357;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;17;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;3. Entre 1971-1990;;Maison 4P+;5,2;6,3;7,1;8,3;9,0;7,2;637;701;838;910;1150;836;116;83;1005;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;3. Entre 1971-1990;2. 1 an et plus;;5,1;6,7;7,4;8,7;10,6;7,4;500;650;828;900;1150;805;109;83;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;4. Entre 1991-2005;;;6,7;7,2;8,4;10,0;10,8;8,3;548;680;760;850;1000;774;93;113;1094;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;31;;Estimation directe
