rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132283L;COLLEGE PRIVE SAINT CHARLES;13203;MARSEILLE 3E ARRONDISSEMENT;privé sous contrat;96.3
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132310R;COLLEGE GYPTIS;13209;MARSEILLE 9E ARRONDISSEMENT;public;106.7
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132314V;COLLEGE JEAN GIONO;13213;MARSEILLE 13E ARRONDISSEMENT;public;84.0
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132318Z;COLLEGE ELIE COUTAREL;13047;ISTRES;public;103.3
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132322D;COLLEGE PAUL ELUARD;13077;PORT DE BOUC;public;92.4
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132402R;COLLEGE LE RUISSATEL;13211;MARSEILLE 11E ARRONDISSEMENT;public;110.7
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132491M;COLLEGE ALEXANDRE DUMAS;13214;MARSEILLE 14E ARRONDISSEMENT;public;68.3
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132496T;COLLEGE HONORE DAUMIER;13056;MARTIGUES;public;92.1
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132568W;COLLEGE MIGNET;13001;AIX EN PROVENCE;public;123.6
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132785G;COLLEGE ROSA PARKS;13215;MARSEILLE 15E ARRONDISSEMENT;public;64.5
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132786H;COLLEGE LES MATAGOTS;13028;LA CIOTAT;public;113.2
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132914X;COLLEGE PRIVE CLUNY;13208;MARSEILLE 8E ARRONDISSEMENT;privé sous contrat;147.2
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132917A;COLLEGE PRIVE LE SACRE COEUR;13001;AIX EN PROVENCE;privé sous contrat;132.3
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132949K;COLLEGE PRIVE SAINT JOSEPH DE LA MADELEINE;13204;MARSEILLE 4E ARRONDISSEMENT;privé sous contrat;132.0
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132954R;COLLEGE PRIVE SAINTE MARIE BLANCARDE;13204;MARSEILLE 4E ARRONDISSEMENT;privé sous contrat;129.4
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0132956T;COLLEGE PRIVE DE LA TOUR SAINTE;13214;MARSEILLE 14E ARRONDISSEMENT;privé sous contrat;85.5
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133115R;COLLEGE MARIE MAURON;13019;CABRIES;public;126.3
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133351X;COLLEGE JEAN DE LA FONTAINE;13042;GEMENOS;public;120.1
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133374X;COLLEGE PRIVE AMI;13206;MARSEILLE 6E ARRONDISSEMENT;privé sous contrat;126.7
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133445Z;COLLEGE PRIVE VITAGLIANO;13204;MARSEILLE 4E ARRONDISSEMENT;privé sous contrat;73.5
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133790Z;COLLEGE LUCIE AUBRAC;13035;EYGUIERES;public;120.9
2021-2022;AIX-MARSEILLE;013;BOUCHES-DU-RHONE;0133986M;COLLEGE IBN KHALDOUN;13215;MARSEILLE 15E ARRONDISSEMENT;privé sous contrat;93.1
2021-2022;NORMANDIE;014;CALVADOS;0140041U;COLLEGE QUINTEFEUILLE;14191;COURSEULLES SUR MER;public;113.7
2021-2022;NORMANDIE;014;CALVADOS;0140042V;COLLEGE JEAN DE LA VARENDE;14200;CREULLY SUR SEULLES;public;111.6
2021-2022;NORMANDIE;014;CALVADOS;0140051E;COLLEGE PAUL VERLAINE;14257;EVRECY;public;118.5
2021-2022;NORMANDIE;014;CALVADOS;0140079K;COLLEGE JEAN VILAR;14658;NOUES DE SIENNE;public;98.4
2021-2022;NORMANDIE;014;CALVADOS;0141136J;COLLEGE PIERRE VARIGNON;14327;HEROUVILLE SAINT CLAIR;public;85.6
2021-2022;NORMANDIE;014;CALVADOS;0141160K;COLLEGE PRIVE SAINT JOSEPH;14118;CAEN;privé sous contrat;135.2
2021-2022;NORMANDIE;014;CALVADOS;0141166S;COLLEGE PRIVE SAINT MICHEL;14327;HEROUVILLE SAINT CLAIR;privé sous contrat;81.4
2021-2022;NORMANDIE;014;CALVADOS;0141171X;COLLEGE PRIVE NOTRE DAME;14478;ORBEC;privé sous contrat;93.7
2021-2022;NORMANDIE;014;CALVADOS;0141219Z;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;14366;LISIEUX;privé sous contrat;87.6
2021-2022;NORMANDIE;014;CALVADOS;0141226G;COLLEGE PRIVE SAINTE THERESE;14654;SAINT PIERRE EN AUGE;privé sous contrat;107.0
2021-2022;NORMANDIE;014;CALVADOS;0141257R;COLLEGE DU VAL D AURE;14342;ISIGNY SUR MER;public;83.6
2021-2022;NORMANDIE;014;CALVADOS;0141258S;COLLEGE DUMONT D URVILLE;14174;CONDE EN NORMANDIE;public;90.6
2021-2022;NORMANDIE;014;CALVADOS;0141312A;COLLEGE CINGAL;14100;BRETTEVILLE SUR LAIZE;public;109.8
2021-2022;NORMANDIE;014;CALVADOS;0141313B;COLLEGE HENRI BRUNET;14118;CAEN;public;110.1
2021-2022;NORMANDIE;014;CALVADOS;0141363F;COLLEGE NELSON MANDELA;14327;HEROUVILLE SAINT CLAIR;public;82.1
2021-2022;NORMANDIE;014;CALVADOS;0141553M;COLLEGE STEPHEN HAWKING;14271;FLEURY SUR ORNE;public;90.2
2021-2022;NORMANDIE;014;CALVADOS;0141641H;COLLEGE ROGER BELLAIR;14689;LE HOM;public;109.1
2021-2022;NORMANDIE;014;CALVADOS;0141662F;COLLEGE CHARLES LEMAITRE;14027;LES MONTS D AUNAY;public;101.1
2021-2022;NORMANDIE;014;CALVADOS;0141763R;COLLEGE ANDRE MAUROIS;14220;DEAUVILLE;public;109.3
2021-2022;NORMANDIE;014;CALVADOS;0141864A;COLLEGE PRIVE SAINT JEAN EUDES;14762;VIRE NORMANDIE;privé sous contrat;101.9
2021-2022;NORMANDIE;014;CALVADOS;0141964J;COLLEGE EMILE ZOLA;14301;GIBERVILLE;public;101.9
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150005Z;COLLEGE LA JORDANNE;15014;AURILLAC;public;99.5
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150028Z;COLLEGE HENRI MONDOR;15175;SAINT CERNIN;public;103.0
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150029A;COLLEGE BLAISE PASCAL;15187;SAINT FLOUR;public;101.6
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150033E;COLLEGE JEAN DE LA FONTAINE;15258;VIC SUR CERE;public;109.1
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150034F;COLLEGE GEORGES BRASSENS;15265;YDES;public;102.6
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150639N;COLLEGE JEANNE DE LA TREILHE;15014;AURILLAC;public;118.4
2021-2022;CLERMONT-FERRAND;015;CANTAL;0150729L;COLLEGE LA PONETIE;15014;AURILLAC;public;105.3
2021-2022;POITIERS;016;CHARENTE;0160016F;COLLEGE ARGENTOR;16076;CHAMPAGNE MOUTON;public;95.1
2021-2022;POITIERS;016;CHARENTE;0160032Y;COLLEGE ANTOINE DELAFONT;16230;MONTMOREAU;public;100.3
2021-2022;POITIERS;016;CHARENTE;0160039F;COLLEGE VAL DE CHARENTE;16292;RUFFEC;public;87.6
2021-2022;POITIERS;016;CHARENTE;0160043K;COLLEGE HENRI MARTIN;16408;VILLEBOIS LAVALETTE;public;105.2
2021-2022;POITIERS;016;CHARENTE;0160050T;COLLEGE JULES VERNE;16015;ANGOULEME;public;117.4
2021-2022;POITIERS;016;CHARENTE;0160077X;COLLEGE PRIVE DU SACRE COEUR;16292;RUFFEC;privé sous contrat;97.3
2021-2022;POITIERS;016;CHARENTE;0160100X;COLLEGE ROMAIN ROLLAND;16374;SOYAUX;public;69.9
2021-2022;POITIERS;016;CHARENTE;0160863B;COLLEGE MAURICE GENEVOIX;16090;CHATEAUNEUF SUR CHARENTE;public;105.5
2021-2022;POITIERS;016;CHARENTE;0160864C;COLLEGE CLAUDE BOUCHER;16102;COGNAC;public;84.8
2021-2022;POITIERS;016;CHARENTE;0160882X;COLLEGE LOUIS PASTEUR;16085;CHASSENEUIL SUR BONNIEURE;public;91.0
2021-2022;POITIERS;016;CHARENTE;0160884Z;COLLEGE MARGUERITE DE VALOIS;16015;ANGOULEME;public;85.5
2021-2022;POITIERS;016;CHARENTE;0160944P;COLLEGE NOËL NOËL;16106;CONFOLENS;public;95.3
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170008S;COLLEGE LES VIEILLES VIGNES;17131;COZES;public;102.4
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170011V;COLLEGE LEOPOLD DUSSAIGNE;17197;JONZAC;public;101.1
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170050M;COLLEGE RAYMOND BOUYER;17344;SAINT HILAIRE DE VILLEFRANCHE;public;98.2
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170063B;COLLEGE EDGAR QUINET;17415;SAINTES;public;99.6
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170077S;COLLEGE PIERRE MENDES FRANCE;17300;LA ROCHELLE;public;70.5
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170081W;COLLEGE LA FAYETTE;17299;ROCHEFORT;public;93.7
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170082X;COLLEGE MARCEL PAGNOL;17448;TONNAY BOUTONNE;public;99.7
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170110C;COLLEGE PRIVE SAINT SACREMENT;17003;AIGREFEUILLE D AUNIS;privé sous contrat;100.0
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170111D;COLLEGE PRIVE NOTRE DAME DE NAZARETH;17131;COZES;privé sous contrat;87.4
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170118L;COLLEGE PRIVE SAINTE SOPHIE;17347;SAINT JEAN D ANGELY;privé sous contrat;101.8
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170144P;COLLEGE RENE CAILLIE;17415;SAINTES;public;112.4
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170388E;COLLEGE FERNAND GARANDEAU;17452;LA TREMBLADE;public;100.4
2021-2022;POITIERS;017;CHARENTE-MARITIME;0170390G;COLLEGE SAMUEL DUMENIEU;17240;MONTENDRE;public;92.4
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171057G;COLLEGE PIERRE LOTI;17299;ROCHEFORT;public;106.1
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171122C;COLLEGE EMILE ZOLA;17306;ROYAN;public;109.0
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171159T;COLLEGE MARC JEANJEAN;17224;MATHA;public;96.3
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171210Y;COLLEGE MARC CHAGALL;17142;DOMPIERRE SUR MER;public;117.9
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171339N;COLLEGE DE L ATLANTIQUE;17028;AYTRE;public;114.7
2021-2022;POITIERS;017;CHARENTE-MARITIME;0171340P;COLLEGE PRIVE LA SALLE SAINT LOUIS;17284;PONT L ABBE D ARNOULT;privé sous contrat;114.5
2021-2022;ORLEANS-TOURS;018;CHER;0180004G;COLLEGE GEORGE SAND;18018;AVORD;public;104.8
2021-2022;ORLEANS-TOURS;018;CHER;0180031L;COLLEGE FRANCINE LECA;18241;SANCERRE;public;101.0
2021-2022;ORLEANS-TOURS;018;CHER;0180567U;COLLEGE PRIVE SAINTE MARIE;18160;NERONDES;privé sous contrat;101.1
2021-2022;ORLEANS-TOURS;018;CHER;0180568V;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;18033;BOURGES;privé sous contrat;99.4
2021-2022;ORLEANS-TOURS;018;CHER;0180673J;COLLEGE JULES VERNE;18033;BOURGES;public;90.6
2021-2022;ORLEANS-TOURS;018;CHER;0180796T;COLLEGE PRIVE SAINTE MARIE SAINT DOMINIQUE;18033;BOURGES;privé sous contrat;120.0
2021-2022;LIMOGES;019;CORREZE;0190004B;COLLEGE JACQUELINE SOULANGE;19019;BEAULIEU SUR DORDOGNE;public;104.2
2021-2022;LIMOGES;019;CORREZE;0190568P;COLLEGE;19276;UZERCHE;public;104.3
2021-2022;LIMOGES;019;CORREZE;0190671B;COLLEGE MAURICE ROLLINAT;19031;BRIVE LA GAILLARDE;public;99.6
2021-2022;LIMOGES;019;CORREZE;0190821P;COLLEGE DE LA TRIOUZOUNE;19148;NEUVIC;public;107.5
2021-2022;DIJON;021;COTE D'OR;0210011Y;COLLEGE JEAN LACAILLE;21087;BLIGNY SUR OUCHE;public;105.7
2021-2022;DIJON;021;COTE D'OR;0210014B;COLLEGE FONTAINE DES DUCS;21154;CHATILLON SUR SEINE;public;92.7
2021-2022;DIJON;021;COTE D'OR;0210037B;COLLEGE LAZARE CARNOT;21461;NOLAY;public;111.7
2021-2022;DIJON;021;COTE D'OR;0210038C;COLLEGE FELIX TISSERAND;21464;NUITS SAINT GEORGES;public;115.2
2021-2022;DIJON;021;COTE D'OR;0210040E;COLLEGE ISLE DE SAONE;21496;PONTAILLER SUR SAONE;public;103.0
2021-2022;DIJON;021;COTE D'OR;0210046L;COLLEGE FRANCOIS POMPON;21584;SAULIEU;public;98.7
2021-2022;DIJON;021;COTE D'OR;0210051S;COLLEGE JACQUES MERCUSSOT;21611;SOMBERNON;public;122.1
2021-2022;DIJON;021;COTE D'OR;0211070Z;COLLEGE PRIVE SAINT JOSEPH LA SALLE;21231;DIJON;privé sous contrat;123.0
2021-2022;DIJON;021;COTE D'OR;0211225T;COLLEGE LE CHAPITRE;21166;CHENOVE;public;70.9
2021-2022;DIJON;021;COTE D'OR;0211477S;COLLEGE JEAN ROSTAND;21515;QUETIGNY;public;111.3
2021-2022;DIJON;021;COTE D'OR;0211523S;COLLEGE BORIS VIAN;21617;TALANT;public;95.4
2021-2022;DIJON;021;COTE D'OR;0211626D;COLLEGE PRIVE DU SAINT COEUR;21054;BEAUNE;privé sous contrat;124.0
2021-2022;RENNES;022;COTES D'ARMOR;0220015X;COLLEGE THALASSA;22054;ERQUY;public;105.8
2021-2022;RENNES;022;COTES D'ARMOR;0220073K;COLLEGE ERNEST RENAN;22362;TREGUIER;public;106.2
2021-2022;RENNES;022;COTES D'ARMOR;0220081U;COLLEGE ROGER VERCEL;22050;DINAN;public;101.2
2021-2022;RENNES;022;COTES D'ARMOR;0220142K;COLLEGE PRIVE SACRE COEUR;22093;LAMBALLE ARMOR;privé sous contrat;109.8
2021-2022;RENNES;022;COTES D'ARMOR;0220153X;COLLEGE PRIVE NOTRE DAME DE LA CLARTE;22183;PLEMET;privé sous contrat;76.8
2021-2022;RENNES;022;COTES D'ARMOR;0220154Y;COLLEGE PRIVE LA CROIX DE PIERRE;22185;PLENEE JUGON;privé sous contrat;93.9
2021-2022;RENNES;022;COTES D'ARMOR;0220157B;COLLEGE PRIVE SAINT PIERRE;22203;PLOEUC L HERMITAGE;privé sous contrat;92.5
2021-2022;RENNES;022;COTES D'ARMOR;0220167M;COLLEGE PRIVE NOTRE DAME DE LA CLARTE;22168;PERROS GUIREC;privé sous contrat;119.6
2021-2022;RENNES;022;COTES D'ARMOR;0220172T;COLLEGE PRIVE SAINTE MARIE;22278;SAINT BRIEUC;privé sous contrat;105.1
2021-2022;RENNES;022;COTES D'ARMOR;0220184F;COLLEGE JEAN MACE;22278;SAINT BRIEUC;public;93.7
2021-2022;RENNES;022;COTES D'ARMOR;0221126E;COLLEGE JEAN RICHEPIN;22186;PLENEUF VAL ANDRE;public;111.4
2021-2022;RENNES;022;COTES D'ARMOR;0221127F;COLLEGE JEAN MONNET;22020;BROONS;public;96.9
2021-2022;RENNES;022;COTES D'ARMOR;0221509W;COLLEGE DES LIVAUDIERES;22136;LOUDEAC;public;89.9
2021-2022;RENNES;022;COTES D'ARMOR;0221512Z;COLLEGE JEAN LOUIS HAMON;22222;PLOUHA;public;109.8
2021-2022;RENNES;022;COTES D'ARMOR;0221542G;COLLEGE CHARLES BROCHEN;22250;PONTRIEUX;public;91.4
2021-2022;RENNES;022;COTES D'ARMOR;0221568K;COLLEGE EUGENE GUILLEVIC;22203;PLOEUC L HERMITAGE;public;97.2
2021-2022;RENNES;022;COTES D'ARMOR;0221621T;COLLEGE LA GRANDE METAIRIE;22215;PLOUFRAGAN;public;98.9
2021-2022;RENNES;022;COTES D'ARMOR;0221623V;COLLEGE FRANCOIS BROUSSAIS;22050;DINAN;public;106.8
2021-2022;RENNES;022;COTES D'ARMOR;0221750H;COLLEGE PRIVE SAINT CHARLES;22278;SAINT BRIEUC;privé sous contrat;131.3
2021-2022;RENNES;022;COTES D'ARMOR;0221999D;COLLEGE SAINT YVES LA SALLE;22278;SAINT BRIEUC;privé sous contrat;91.5
2021-2022;LIMOGES;023;CREUSE;0230023A;COLLEGE OCTAVE GACHON;23149;PARSAC RIMONDEIX;public;102.8
2021-2022;BORDEAUX;024;DORDOGNE;0240040N;COLLEGE LEONCE BOURLIAGUET;24551;THIVIERS;public;101.8
2021-2022;BORDEAUX;024;DORDOGNE;0240055E;COLLEGE DRONNE DOUBLE;24376;SAINT AULAYE PUYMANGOU;public;98.5
2021-2022;BORDEAUX;024;DORDOGNE;0240065R;COLLEGE JEAN LADIGNAC;24396;SAINT CYPRIEN;public;105.4
2021-2022;BORDEAUX;024;DORDOGNE;0240086N;COLLEGE PRIVE NOTRE DAME;24352;RIBERAC;privé sous contrat;100.1
2021-2022;BORDEAUX;024;DORDOGNE;0240106K;COLLEGE OLYMPE DE GOUGES;24568;VELINES;public;93.6
2021-2022;BORDEAUX;024;DORDOGNE;0240927C;COLLEGE YVON DELBOS;24291;MONTIGNAC LASCAUX;public;103.2
2021-2022;BORDEAUX;024;DORDOGNE;0240996C;COLLEGE JACQUES PREVERT;24037;BERGERAC;public;94.2
2021-2022;BESANCON;025;DOUBS;0250018J;COLLEGE EMILE LAROUE;25259;FRASNE;public;104.9
2021-2022;BESANCON;025;DOUBS;0250052W;COLLEGE RENE PERROT;25512;LE RUSSEY;public;100.3
2021-2022;BESANCON;025;DOUBS;0251067Z;COLLEGE PRIVE SAINTE JEANNE D ARC;25411;MORTEAU;privé sous contrat;110.0
2021-2022;BESANCON;025;DOUBS;0251376K;COLLEGE ENTRE DEUX VELLES;25532;SAONE;public;121.8
2021-2022;BESANCON;025;DOUBS;0251556F;COLLEGE ANDRE BOULLOCHE;25043;BART;public;117.1
2021-2022;GRENOBLE;026;DROME;0260001K;COLLEGE DE L EUROPE;26057;BOURG DE PEAGE;public;110.4
2021-2022;GRENOBLE;026;DROME;0260021G;COLLEGE JEAN MACE;26252;PORTES LES VALENCE;public;101.1
2021-2022;GRENOBLE;026;DROME;0260027N;COLLEGE BENJAMIN MALOSSANE;26307;SAINT JEAN EN ROYANS;public;112.7
2021-2022;GRENOBLE;026;DROME;0260030S;COLLEGE DENIS BRUNET;26330;SAINT SORLIN EN VALLOIRE;public;97.7
2021-2022;GRENOBLE;026;DROME;0260067G;COLLEGE PRIVE NOTRE DAME DES CHAMPS;26281;ROMANS SUR ISERE;privé sous contrat;110.3
2021-2022;GRENOBLE;026;DROME;0260070K;COLLEGE PRIVE SAINTE ANNE;26362;VALENCE;privé sous contrat;115.1
2021-2022;GRENOBLE;026;DROME;0260090G;COLLEGE PRIVE LES MARISTES;26057;BOURG DE PEAGE;privé sous contrat;113.0
2021-2022;GRENOBLE;026;DROME;0260099S;COLLEGE PRIVE PENDILLON;26301;SAINT DONAT SUR L HERBASSE;privé sous contrat;97.3
2021-2022;GRENOBLE;026;DROME;0260115J;COLLEGE CLAUDE DEBUSSY;26281;ROMANS SUR ISERE;public;104.0
2021-2022;GRENOBLE;026;DROME;0261088S;COLLEGE ALAIN BORNE;26198;MONTELIMAR;public;100.1
2021-2022;GRENOBLE;026;DROME;0261093X;COLLEGE DU DIOIS;26113;DIE;public;114.9
2021-2022;GRENOBLE;026;DROME;0261135T;COLLEGE CHABRILLAN ST JEAN BAPTISTE;26198;MONTELIMAR;privé sous contrat;127.7
2021-2022;NORMANDIE;027;EURE;0270001E;COLLEGE ROGER GAUDEAU;27016;LES ANDELYS;public;96.3
2021-2022;NORMANDIE;027;EURE;0270043A;COLLEGE MAURICE DE VLAMINCK;27679;VERNEUIL D AVRE ET D ITON;public;97.1
2021-2022;NORMANDIE;027;EURE;0271094T;COLLEGE GUILLAUME DE CONCHES;27165;CONCHES EN OUCHE;public;100.6
2021-2022;NORMANDIE;027;EURE;0271096V;COLLEGE MARIE CURIE;27056;BERNAY;public;101.7
2021-2022;NORMANDIE;027;EURE;0271099Y;COLLEGE JEANINE VANCAYZEELE;27629;THIBERVILLE;public;97.7
2021-2022;NORMANDIE;027;EURE;0271104D;COLLEGE HENRI DUNANT;27229;EVREUX;public;82.3
2021-2022;NORMANDIE;027;EURE;0271172C;COLLEGE MARCEL PAGNOL;27299;GRAVIGNY;public;107.4
2021-2022;NORMANDIE;027;EURE;0271173D;COLLEGE JEAN ROSTAND;27229;EVREUX;public;107.0
2021-2022;NORMANDIE;027;EURE;0271289E;COLLEGE CERVANTES;27681;VERNON;public;85.2
2021-2022;NORMANDIE;027;EURE;0271320N;COLLEGE ROSA PARKS;27016;LES ANDELYS;public;94.6
2021-2022;NORMANDIE;027;EURE;0271448C;COLLEGE PRIVE JEANNE D ARC SAINT ANSELME;27056;BERNAY;privé sous contrat;116.0
2021-2022;NORMANDIE;027;EURE;0271744Z;COLLEGE LUCIE AUBRAC;27119;BUEIL;public;114.2
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280671C;COLLEGE PRIVE SAINT JOSEPH;28015;AUNEAU BLEURY SAINT SYMPHORIEN;privé sous contrat;110.3
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280701K;COLLEGE VAL DE VOISE;28168;GALLARDON;public;116.7
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280716B;COLLEGE PIERRE ET MARIE CURIE;28134;DREUX;public;78.9
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280751P;COLLEGE MATHURIN REGNIER;28085;CHARTRES;public;96.3
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280866P;COLLEGE ALBERT SIDOISNE;28051;BONNEVAL;public;99.9
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0281043G;COLLEGE JEAN MONNET;28220;LUISANT;public;113.0
2021-2022;RENNES;029;FINISTERE;0290021R;COLLEGE DES DEUX BAIES;29023;CARANTEC;public;115.0
2021-2022;RENNES;029;FINISTERE;0290045S;COLLEGE MESCOAT;29103;LANDERNEAU;public;105.7
2021-2022;RENNES;029;FINISTERE;0290056D;COLLEGE DE LA BAIE DU KERNIC LOUIS ET MARIE FICHEZ;29185;PLOUESCAT;public;103.4
2021-2022;RENNES;029;FINISTERE;0290058F;COLLEGE DES MONTS D ARREE;29202;PLOUNEOUR MENEZ;public;100.7
2021-2022;RENNES;029;FINISTERE;0290065N;COLLEGE EDOUARD QUEAU;29178;PLOUDALMEZEAU;public;112.8
2021-2022;RENNES;029;FINISTERE;0290153J;COLLEGE KERZOURAT;29105;LANDIVISIAU;public;92.8
2021-2022;RENNES;029;FINISTERE;0290286D;COLLEGE PRIVE SAINT JOSEPH;29160;PLABENNEC;privé sous contrat;113.5
2021-2022;RENNES;029;FINISTERE;0290293L;COLLEGE PRIVE SAINT JOSEPH;29185;PLOUESCAT;privé sous contrat;94.3
2021-2022;RENNES;029;FINISTERE;0290306A;COLLEGE PRIVE LA SABLIERE;29232;QUIMPER;privé sous contrat;105.7
2021-2022;RENNES;029;FINISTERE;0290314J;COLLEGE PRIVE SAINT STANISLAS;29260;SAINT RENAN;privé sous contrat;114.7
2021-2022;RENNES;029;FINISTERE;0290331C;COLLEGE HENRI LE MOAL;29215;PLOZEVET;public;108.5
2021-2022;RENNES;029;FINISTERE;0291086Y;COLLEGE JEAN JAURES;29004;BANNALEC;public;99.8
2021-2022;RENNES;029;FINISTERE;0291103S;COLLEGE DES ILES DU PONANT;29019;BREST;public;108.0
2021-2022;RENNES;029;FINISTERE;0291592Y;COLLEGE AUGUSTE BRIZEUX;29232;QUIMPER;public;114.8
2021-2022;RENNES;029;FINISTERE;0291594A;COLLEGE DE L HARTELOIRE;29019;BREST;public;116.7
2021-2022;RENNES;029;FINISTERE;0291638Y;COLLEGE PRIVE SAINT JOSEPH;29178;PLOUDALMEZEAU;privé sous contrat;101.0
2021-2022;RENNES;029;FINISTERE;0291661Y;COLLEGE ANNA MARLY;29019;BREST;public;96.2
2021-2022;RENNES;029;FINISTERE;0291717J;COLLEGE PARC AR C HOAT YVES COTTY;29150;MOËLAN SUR MER;public;105.5
2021-2022;RENNES;029;FINISTERE;0291753Y;COLLEGE VICTOIRE DAUBIE;29212;PLOUZANE;public;124.5
2021-2022;RENNES;029;FINISTERE;0291867X;COLLEGE PRIVE ESTRAN CHARLES DE FOUCAULD;29019;BREST;privé sous contrat;122.1
2021-2022;RENNES;029;FINISTERE;0291868Y;COLLEGE PRIVE SAINTE ANNE;29019;BREST;privé sous contrat;135.7
2021-2022;RENNES;029;FINISTERE;0291873D;COLLEGE PRIVE SAINT JOSEPH;29039;CONCARNEAU;privé sous contrat;110.2
2021-2022;RENNES;029;FINISTERE;0291874E;COLLEGE PRIVE SAINT SEBASTIEN;29103;LANDERNEAU;privé sous contrat;116.6
2021-2022;RENNES;029;FINISTERE;0291875F;COLLEGE PRIVE SAINT FRANCOIS NOTRE DAME;29124;LESNEVEN;privé sous contrat;108.0
2021-2022;RENNES;029;FINISTERE;0291928N;COLLEGE DE LA FONTAINE BLANCHE;29189;PLOUGASTEL DAOULAS;public;116.4
2021-2022;MONTPELLIER;030;GARD;0300006U;COLLEGE FLORIAN;30010;ANDUZE;public;104.8
2021-2022;MONTPELLIER;030;GARD;0300025P;COLLEGE ROMAIN ROLLAND;30189;NIMES;public;56.4
2021-2022;MONTPELLIER;030;GARD;0300033Y;COLLEGE VOLTAIRE;30212;REMOULINS;public;113.1
2021-2022;MONTPELLIER;030;GARD;0300062E;COLLEGE CAPOUCHINE;30189;NIMES;public;78.1
2021-2022;MONTPELLIER;030;GARD;0300085E;COLLEGE PRIVE SANCTA MARIA;30351;VILLENEUVE LES AVIGNON;privé sous contrat;119.6
2021-2022;MONTPELLIER;030;GARD;0300091L;COLLEGE PRIVE;30132;LA GRAND COMBE;privé sous contrat;74.7
2021-2022;MONTPELLIER;030;GARD;0300099V;COLLEGE PRIVE SAINT JOSEPH;30227;SAINT AMBROIX;privé sous contrat;96.9
2021-2022;MONTPELLIER;030;GARD;0300945P;COLLEGE FEUCHERES;30189;NIMES;public;87.5
2021-2022;MONTPELLIER;030;GARD;0301010K;COLLEGE ADA LOVELACE;30189;NIMES;public;81.9
2021-2022;MONTPELLIER;030;GARD;0301098F;COLLEGE LES OLIVIERS;30189;NIMES;public;79.7
