rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;MONTPELLIER;030;GARD;0301208A;COLLEGE EUGENE VIGNE;30032;BEAUCAIRE;public;82.3
2021-2022;MONTPELLIER;030;GARD;0301214G;COLLEGE DU MOURION;30351;VILLENEUVE LES AVIGNON;public;124.8
2021-2022;MONTPELLIER;030;GARD;0301232B;COLLEGE GASTON DOUMERGUE;30321;SOMMIERES;public;113.4
2021-2022;MONTPELLIER;030;GARD;0301325C;COLLEGE HENRI PITOT;30012;ARAMON;public;105.1
2021-2022;MONTPELLIER;030;GARD;0301326D;COLLEGE ANDRE CHAMSON;30350;LE VIGAN;public;94.9
2021-2022;MONTPELLIER;030;GARD;0301827Y;COLLEGE FEDERICO GARCIA LORCA;30034;BELLEGARDE;public;104.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310012V;COLLEGE DU PLANTAUREL;31135;CAZERES;public;101.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310022F;COLLEGE STELLA BLANDY;31375;MONTESQUIEU VOLVESTRE;public;112.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310084Y;COLLEGE ANTONIN PERBOSC;31033;AUTERIVE;public;108.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311130K;COLLEGE PRIVE JOSEPH NIEL;31395;MURET;privé sous contrat;123.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311150G;COLLEGE PRIVE SAINT THOMAS D AQUIN;31555;TOULOUSE;privé sous contrat;126.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311160T;COLLEGE PRIVE SAINTE THERESE;31149;COLOMIERS;privé sous contrat;126.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311168B;COLLEGE PRIVE SAINTE MARIE DE NEVERS;31555;TOULOUSE;privé sous contrat;116.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311169C;COLLEGE PRIVE SAINT LOUIS;31555;TOULOUSE;privé sous contrat;131.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311171E;COLLEGE PRIVE SAINT NICOLAS;31555;TOULOUSE;privé sous contrat;131.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311231V;COLLEGE MAURICE BECANNE;31555;TOULOUSE;public;96.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311232W;COLLEGE NOUGARO;31555;TOULOUSE;public;95.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311235Z;COLLEGE BELLEFONTAINE;31555;TOULOUSE;public;63.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311237B;COLLEGE HENRI GUILLAUMET;31069;BLAGNAC;public;110.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311263E;COLLEGE DU BOIS DE LA BARTHE;31417;PIBRAC;public;135.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311325X;COLLEGE VOLTAIRE;31149;COLOMIERS;public;85.2
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311327Z;COLLEGE ALPHONSE DE LAMARTINE;31555;TOULOUSE;public;99.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311333F;COLLEGE JEAN MOULIN;31555;TOULOUSE;public;104.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311630D;COLLEGE STENDHAL;31555;TOULOUSE;public;66.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311851U;COLLEGE LECLERC;31483;SAINT GAUDENS;public;96.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311962P;COLLEGE PRIVE LE CAOUSOU;31555;TOULOUSE;privé sous contrat;144.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311964S;COLLEGE PRIVE EMILIE DE RODAT;31555;TOULOUSE;privé sous contrat;140.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311965T;COLLEGE PRIVE LE FERRADOU;31069;BLAGNAC;privé sous contrat;142.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311968W;COLLEGE PRIVE SAINTE THERESE;31483;SAINT GAUDENS;privé sous contrat;102.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312220V;COLLEGE DANIEL SORANO;31421;PINS JUSTARET;public;124.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312423R;COLLEGE FRANCOIS MITTERRAND;31182;FENOUILLET;public;106.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312609T;COLLEGE LES ROUSSILLOUS;31512;SAINT PIERRE DE LAGES;public;131.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312611V;COLLEGE JACQUELINE AURIOL;31588;VILLENEUVE TOLOSANE;public;117.6
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312842W;COLLEGE SIMONE VEIL;31490;SAINT JORY;public;109.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312885T;COLLEGE PRIVE COLLEGI CALANDRETA DEL PAÍS TOLZAN;31555;TOULOUSE;privé sous contrat;138.0
2021-2022;TOULOUSE;032;GERS;0320006H;COLLEGE MATHALIN;32013;AUCH;public;103.3
2021-2022;TOULOUSE;032;GERS;0320011N;COLLEGE D EAUZE CAZAUBON;32119;EAUZE;public;94.1
2021-2022;TOULOUSE;032;GERS;0320014S;COLLEGE LOUISE MICHEL;32160;L ISLE JOURDAIN;public;109.9
2021-2022;TOULOUSE;032;GERS;0320027F;COLLEGE D ARTAGNAN;32296;NOGARO;public;98.8
2021-2022;TOULOUSE;032;GERS;0320035P;COLLEGE DE L ASTARAC;32256;MIRANDE;public;108.7
2021-2022;TOULOUSE;032;GERS;0320562M;COLLEGE SALINIS;32013;AUCH;public;110.7
2021-2022;TOULOUSE;032;GERS;0320686X;COLLEGE PRIVE SAINT JOSEPH;32132;FLEURANCE;privé sous contrat;106.9
2021-2022;BORDEAUX;033;GIRONDE;0330008E;COLLEGE JEAN VERDIER;33019;AUDENGE;public;115.4
2021-2022;BORDEAUX;033;GIRONDE;0330017P;COLLEGE JEAN ZAY;33051;BIGANOS;public;111.1
2021-2022;BORDEAUX;033;GIRONDE;0330125G;COLLEGE GEORGES MANDEL;33514;SOULAC SUR MER;public;96.2
2021-2022;BORDEAUX;033;GIRONDE;0330129L;COLLEGE HENRI DHEURLE;33529;LA TESTE DE BUCH;public;108.4
2021-2022;BORDEAUX;033;GIRONDE;0330146E;COLLEGE GISELE HALIMI;33281;MERIGNAC;public;99.6
2021-2022;BORDEAUX;033;GIRONDE;0331419N;COLLEGE GEORGES RAYET;33167;FLOIRAC;public;109.9
2021-2022;BORDEAUX;033;GIRONDE;0331511N;COLLEGE PRIVE JEANNE D ARC SAINT ROMAIN;33058;BLAYE;privé sous contrat;116.3
2021-2022;BORDEAUX;033;GIRONDE;0331519X;COLLEGE PRIVE SAINT SEURIN;33063;BORDEAUX;privé sous contrat;139.5
2021-2022;BORDEAUX;033;GIRONDE;0331524C;COLLEGE PRIVE JEAN J LATASTE;33081;CADILLAC;privé sous contrat;114.9
2021-2022;BORDEAUX;033;GIRONDE;0331528G;COLLEGE PRIVE NOTRE DAME;33240;LESPARRE MEDOC;privé sous contrat;95.5
2021-2022;BORDEAUX;033;GIRONDE;0331529H;COLLEGE PRIVE JEANNE D ARC ASSOMPTION;33318;PESSAC;privé sous contrat;130.6
2021-2022;BORDEAUX;033;GIRONDE;0331530J;COLLEGE PRIVE STAM SAINT ANDRE SAINTE MARIE;33366;SAINT ANDRE DE CUBZAC;privé sous contrat;122.1
2021-2022;BORDEAUX;033;GIRONDE;0331617D;COLLEGE CLAUDE MASSE;33003;AMBARES ET LAGRAVE;public;95.0
2021-2022;BORDEAUX;033;GIRONDE;0331644H;COLLEGE PRIVE SAINT JEAN;33314;PAUILLAC;privé sous contrat;93.7
2021-2022;BORDEAUX;033;GIRONDE;0331752A;COLLEGE MARCELIN BERTHELOT;33039;BEGLES;public;114.5
2021-2022;BORDEAUX;033;GIRONDE;0331757F;COLLEGE DE SAINT ANDRE DE CUBZAC;33366;SAINT ANDRE DE CUBZAC;public;99.4
2021-2022;BORDEAUX;033;GIRONDE;0331885V;COLLEGE JEAN JAURES;33119;CENON;public;84.4
2021-2022;BORDEAUX;033;GIRONDE;0331891B;COLLEGE LES LESQUES;33240;LESPARRE MEDOC;public;89.2
2021-2022;BORDEAUX;033;GIRONDE;0332082J;COLLEGE EDOUARD VAILLANT;33063;BORDEAUX;public;87.2
2021-2022;BORDEAUX;033;GIRONDE;0332190B;COLLEGE ALFRED MAUGUIN;33192;GRADIGNAN;public;109.8
2021-2022;BORDEAUX;033;GIRONDE;0332195G;COLLEGE VICTOR LOUIS;33522;TALENCE;public;102.9
2021-2022;BORDEAUX;033;GIRONDE;0332288H;COLLEGE AUSONE;33036;BAZAS;public;100.0
2021-2022;BORDEAUX;033;GIRONDE;0332347X;COLLEGE SEBASTIEN VAUBAN;33058;BLAYE;public;97.2
2021-2022;BORDEAUX;033;GIRONDE;0332489B;COLLEGE PRIVE NOTRE DAME;33063;BORDEAUX;privé sous contrat;113.3
2021-2022;BORDEAUX;033;GIRONDE;0332490C;COLLEGE PRIVE SAINT GENES LA SALLE;33063;BORDEAUX;privé sous contrat;144.3
2021-2022;BORDEAUX;033;GIRONDE;0332746F;COLLEGE EMILE COMBES;33063;BORDEAUX;public;134.8
2021-2022;BORDEAUX;033;GIRONDE;0332768E;COLLEGE ALIENOR D AQUITAINE;33063;BORDEAUX;public;99.8
2021-2022;BORDEAUX;033;GIRONDE;0332806W;COLLEGE PRIVE LE MIRAIL;33063;BORDEAUX;privé sous contrat;127.9
2021-2022;BORDEAUX;033;GIRONDE;0333121N;COLLEGE GASTON FLAMENT;33555;MARCHEPRIME;public;116.9
2021-2022;BORDEAUX;033;GIRONDE;0333484H;COLLEGE;33272;MARSAS;public;102.6
2021-2022;MONTPELLIER;034;HERAULT;0340016H;COLLEGE LA DULLAGUE;34032;BEZIERS;public;78.0
2021-2022;MONTPELLIER;034;HERAULT;0340051W;COLLEGE FONTCARRADE;34172;MONTPELLIER;public;86.4
2021-2022;MONTPELLIER;034;HERAULT;0340065L;COLLEGE JEAN JAURES;34245;SAINT CHINIAN;public;95.2
2021-2022;MONTPELLIER;034;HERAULT;0340118U;COLLEGE HENRI IV;34032;BEZIERS;public;71.3
2021-2022;MONTPELLIER;034;HERAULT;0340874R;COLLEGE PRIVE L ASSOMPTION;34172;MONTPELLIER;privé sous contrat;138.5
2021-2022;MONTPELLIER;034;HERAULT;0340876T;COLLEGE PRIVE SAINT FRANCOIS REGIS;34172;MONTPELLIER;privé sous contrat;136.6
2021-2022;MONTPELLIER;034;HERAULT;0340893L;COLLEGE PRIVE SAINT GUILHEM;34079;CLERMONT L HERAULT;privé sous contrat;116.0
2021-2022;MONTPELLIER;034;HERAULT;0340894M;COLLEGE PRIVE SAINTE THERESE LA SALLE;34108;FRONTIGNAN;privé sous contrat;111.0
2021-2022;MONTPELLIER;034;HERAULT;0340897R;COLLEGE PRIVE SAINTE THERESE;34145;LUNEL;privé sous contrat;115.3
2021-2022;MONTPELLIER;034;HERAULT;0340902W;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;34172;MONTPELLIER;privé sous contrat;142.7
2021-2022;MONTPELLIER;034;HERAULT;0340955D;COLLEGE SIMONE VEIL;34172;MONTPELLIER;public;75.8
2021-2022;MONTPELLIER;034;HERAULT;0340972X;COLLEGE VICTOR HUGO;34301;SETE;public;87.8
2021-2022;MONTPELLIER;034;HERAULT;0341065Y;COLLEGE JEAN MOULIN;34301;SETE;public;74.7
2021-2022;MONTPELLIER;034;HERAULT;0341278E;COLLEGE ARTHUR RIMBAUD;34172;MONTPELLIER;public;68.5
2021-2022;MONTPELLIER;034;HERAULT;0341321B;COLLEGE KATIA ET MAURICE KRAFFT;34032;BEZIERS;public;77.6
2021-2022;MONTPELLIER;034;HERAULT;0341363X;COLLEGE DE LA VOIE DOMITIENNE;34090;LE CRES;public;121.1
2021-2022;MONTPELLIER;034;HERAULT;0341364Y;COLLEGE GERARD PHILIPE;34172;MONTPELLIER;public;77.8
2021-2022;MONTPELLIER;034;HERAULT;0341368C;COLLEGE DE L ETANG DE L OR;34154;MAUGUIO;public;120.0
2021-2022;MONTPELLIER;034;HERAULT;0341386X;COLLEGE LO TRENTANEL;34114;GIGNAC;public;113.6
2021-2022;MONTPELLIER;034;HERAULT;0341537L;COLLEGE FREDERIC MISTRAL;34198;PEROLS;public;119.1
2021-2022;MONTPELLIER;034;HERAULT;0341893Y;COLLEGE PAUL EMILE VICTOR;34003;AGDE;public;88.7
2021-2022;MONTPELLIER;034;HERAULT;0342052W;COLLEGE SIMONE DE BEAUVOIR;34108;FRONTIGNAN;public;108.0
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350017D;COLLEGE DU QUERPON;35168;VAL D ANAST;public;100.8
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350041E;COLLEGE DE ROQUEBLEUE;35271;SAINT GEORGES DE REINTEMBAULT;public;87.3
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350044H;COLLEGE CHATEAUBRIAND;35288;SAINT MALO;public;89.2
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350051R;COLLEGE THEOPHILE BRIANT;35337;TINTENIAC;public;115.2
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350057X;COLLEGE JACQUES PREVERT;35245;ROMILLE;public;112.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;35085;COMBOURG;public;103.5
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350734H;COLLEGE LES CHALAIS;35238;RENNES;public;77.2
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350785N;COLLEGE PRIVE MOKA SAINTE FAMILLE;35288;SAINT MALO;privé sous contrat;113.0
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350836U;COLLEGE PRIVE SAINT MARTIN QUARTIER SAINTE GENEVIEVE;35238;RENNES;privé sous contrat;112.4
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350866B;COLLEGE PRIVE SAINT JOSEPH;35136;JANZE;privé sous contrat;113.9
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350869E;COLLEGE PRIVE SAINTE MARIE;35168;VAL D ANAST;privé sous contrat;94.6
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350878P;COLLEGE PRIVE DE L HERMINE;35223;PLELAN LE GRAND;privé sous contrat;103.2
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350881T;COLLEGE PRIVE SAINT MICHEL;35251;SAINT AUBIN D AUBIGNE;privé sous contrat;107.9
2021-2022;RENNES;035;ILLE-ET-VILAINE;0351638R;COLLEGE ANNE DE BRETAGNE;35238;RENNES;public;125.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0351796M;COLLEGE EMILE ZOLA;35238;RENNES;public;106.1
2021-2022;RENNES;035;ILLE-ET-VILAINE;0351851X;COLLEGE LA BINQUENAIS;35238;RENNES;public;80.6
2021-2022;RENNES;035;ILLE-ET-VILAINE;0351882F;COLLEGE LA ROCHE AUX FEES;35239;RETIERS;public;100.1
2021-2022;RENNES;035;ILLE-ET-VILAINE;0351969A;COLLEGE BEAUMONT;35236;REDON;public;104.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0352860U;COLLEGE SIMONE VEIL;35090;CREVIN;public;115.1
2021-2022;ORLEANS-TOURS;036;INDRE;0360018Z;COLLEGE JOLIOT CURIE;36045;CHATILLON SUR INDRE;public;96.1
2021-2022;ORLEANS-TOURS;036;INDRE;0360028K;COLLEGE CONDORCET;36093;LEVROUX;public;101.2
2021-2022;ORLEANS-TOURS;036;INDRE;0360510J;COLLEGE PRIVE SAINTE ANNE;36018;LE BLANC;privé sous contrat;97.3
2021-2022;ORLEANS-TOURS;036;INDRE;0360658V;COLLEGE ROMAIN ROLLAND;36063;DEOLS;public;98.7
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370022Y;COLLEGE SIMONE VEIL;37167;NEUILLE PONT PIERRE;public;111.7
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370024A;COLLEGE PATRICK BAUDRY;37174;NOUATRE;public;88.5
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370044X;COLLEGE ANATOLE FRANCE;37261;TOURS;public;96.1
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370045Y;COLLEGE FRANCOIS RABELAIS;37261;TOURS;public;111.6
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370051E;COLLEGE DE MONTRESOR JEAN LEVEQUE;37157;MONTRESOR;public;100.9
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370071B;COLLEGE LA RABIERE;37122;JOUE LES TOURS;public;67.5
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370730T;COLLEGE PRIVE SACRE COEUR;37261;TOURS;privé sous contrat;117.9
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370741E;COLLEGE PRIVE SAINT ETIENNE;37050;CHAMBRAY LES TOURS;privé sous contrat;133.8
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370764E;COLLEGE JULES FERRY;37261;TOURS;public;89.5
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370768J;COLLEGE GEORGES BESSE;37132;LOCHES;public;98.5
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370791J;COLLEGE ARCHE DU LUDE;37122;JOUE LES TOURS;public;76.6
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370995F;COLLEGE PIERRE DE RONSARD;37031;BOURGUEIL;public;105.8
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371101W;COLLEGE CELESTIN FREINET;37226;SAINTE MAURE DE TOURAINE;public;100.2
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371158H;COLLEGE LA BRUYERE;37261;TOURS;public;83.9
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371189S;COLLEGE GASTON HUET;37281;VOUVRAY;public;122.0
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371191U;COLLEGE LE PUITS DE LA ROCHE;37196;RICHELIEU;public;101.4
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371192V;COLLEGE ROGER JAHAN;37115;DESCARTES;public;95.6
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371208M;COLLEGE PRIVE SAINT JOSEPH;37072;CHINON;privé sous contrat;101.4
2021-2022;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371209N;COLLEGE PHILIPPE DE COMMYNES;37261;TOURS;public;106.4
2021-2022;GRENOBLE;038;ISERE;0380038K;COLLEGE JACQUES PREVERT;38189;HEYRIEUX;public;119.7
2021-2022;GRENOBLE;038;ISERE;0380045T;COLLEGE LES PIERRES PLANTES;38247;MONTALIEU VERCIEU;public;103.9
2021-2022;GRENOBLE;038;ISERE;0380058G;COLLEGE BARNAVE;38382;SAINT EGREVE;public;125.8
2021-2022;GRENOBLE;038;ISERE;0381658W;COLLEGE PRIVE SAINT MICHEL;38053;BOURGOIN JALLIEU;privé sous contrat;133.2
2021-2022;GRENOBLE;038;ISERE;0381667F;COLLEGE PRIVE NOTRE DAME DE SION;38185;GRENOBLE;privé sous contrat;114.3
2021-2022;GRENOBLE;038;ISERE;0381704W;COLLEGE PRIVE SACRE COEUR;38400;SAINT JEAN DE MOIRANS;privé sous contrat;127.9
2021-2022;GRENOBLE;038;ISERE;0381710C;COLLEGE PRIVE SAINT JOSEPH;38563;VOIRON;privé sous contrat;123.3
2021-2022;GRENOBLE;038;ISERE;0381777A;COLLEGE LIONEL TERRAY;38229;MEYLAN;public;134.7
2021-2022;GRENOBLE;038;ISERE;0381810L;COLLEGE GERARD PHILIPE;38169;FONTAINE;public;83.5
2021-2022;GRENOBLE;038;ISERE;0381812N;COLLEGE FERNAND LEGER;38421;SAINT MARTIN D HERES;public;98.9
2021-2022;GRENOBLE;038;ISERE;0382041M;COLLEGE JULES FLANDRIN;38126;CORENC;public;123.5
2021-2022;GRENOBLE;038;ISERE;0382426F;COLLEGE LOUIS MAUBERRET;38269;LA MURE;public;105.3
2021-2022;GRENOBLE;038;ISERE;0382427G;COLLEGE LE GUILLON;38315;LE PONT DE BEAUVOISIN;public;104.7
2021-2022;GRENOBLE;038;ISERE;0382428H;COLLEGE LE SAVOURET;38416;SAINT MARCELLIN;public;100.8
2021-2022;GRENOBLE;038;ISERE;0382431L;COLLEGE MARC SANGNIER;38486;SEYSSINS;public;130.2
2021-2022;GRENOBLE;038;ISERE;0382583B;COLLEGE PRIVE ROBIN;38544;VIENNE;privé sous contrat;119.1
2021-2022;GRENOBLE;038;ISERE;0382706K;COLLEGE LES ALLINGES;38449;SAINT QUENTIN FALLAVIER;public;102.3
2021-2022;GRENOBLE;038;ISERE;0382864G;COLLEGE RENE CASSIN;38553;VILLEFONTAINE;public;95.3
2021-2022;GRENOBLE;038;ISERE;0383243U;COLLEGE INTERNATIONAL EUROPOLE;38185;GRENOBLE;public;121.7
2021-2022;GRENOBLE;038;ISERE;0383253E;COLLEGE JEAN FERRAT;38468;SALAISE SUR SANNE;public;104.5
2021-2022;GRENOBLE;038;ISERE;0383345E;COLLEGE OLYMPE DE GOUGES;38095;CHATTE;public;113.8
2021-2022;GRENOBLE;038;ISERE;0383475W;COLLEGE PRIVE JEAN PAUL II;38554;VILLEMOIRIEU;privé sous contrat;117.4
2021-2022;GRENOBLE;038;ISERE;0383494S;COLLEGE LES SAULES;38158;EYBENS;public;95.6
2021-2022;BESANCON;039;JURA;0390010Z;COLLEGE JEAN JAURES;39189;DAMPARIS;public;104.8
2021-2022;BESANCON;039;JURA;0390028U;COLLEGE PIERRE HYACINTHE CAZEAUX;39368;HAUTS DE BIENNE;public;94.3
2021-2022;BESANCON;039;JURA;0390031X;COLLEGE MICHEL BREZILLON;39397;ORGELET;public;106.7
2021-2022;BESANCON;039;JURA;0390075V;COLLEGE PRIVE JEANNE D ARC;39097;CHAMPAGNOLE;privé sous contrat;96.7
2021-2022;BESANCON;039;JURA;0390961H;COLLEGE LES LOUATAUX;39097;CHAMPAGNOLE;public;106.4
2021-2022;BESANCON;039;JURA;0390962J;COLLEGE VICTOR CONSIDERANT;39500;SALINS LES BAINS;public;110.9
2021-2022;BORDEAUX;040;LANDES;0400034V;COLLEGE GEORGE SAND;40245;ROQUEFORT;public;100.1
2021-2022;BORDEAUX;040;LANDES;0400075P;COLLEGE PRIVE SAINTE THERESE;40282;SAINT SEVER;privé sous contrat;106.3
2021-2022;BORDEAUX;040;LANDES;0400728Z;COLLEGE FRANCOIS MITTERRAND;40310;SOUSTONS;public;113.4
2021-2022;BORDEAUX;040;LANDES;0400729A;COLLEGE L DUSSARRAT DIT LEON DES LANDES;40088;DAX;public;103.1
2021-2022;BORDEAUX;040;LANDES;0400740M;COLLEGE D ALBRET;40088;DAX;public;97.5
2021-2022;BORDEAUX;040;LANDES;0401015L;COLLEGE LUCIE AUBRAC;40155;LINXE;public;104.3
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410003F;COLLEGE BLOIS BEGON;41018;BLOIS;public;71.2
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410005H;COLLEGE HUBERT FILLAY;41025;BRACIEUX;public;112.3
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410008L;COLLEGE JEAN ROSTAND;41106;LAMOTTE BEUVRON;public;101.3
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410019Y;COLLEGE MAURICE GENEVOIX;41194;ROMORANTIN LANTHENAY;public;99.3
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410024D;COLLEGE HONORE DE BALZAC;41199;SAINT AMAND LONGPRE;public;107.7
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410596A;COLLEGE ALPHONSE KAAR;41143;MONDOUBLEAU;public;92.8
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410677N;COLLEGE PRIVE LE PRIEURE;41233;SAMBIN;privé sous contrat;129.9
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410684W;COLLEGE PRIVE NOTRE DAME;41194;ROMORANTIN LANTHENAY;privé sous contrat;108.7
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410773T;COLLEGE PRIVE NOTRE DAME;41295;VINEUIL;privé sous contrat;102.4
2021-2022;ORLEANS-TOURS;041;LOIR-ET-CHER;0410914W;COLLEGE MARIE CURIE;41220;SAINT LAURENT NOUAN;public;99.6
2021-2022;LYON;042;LOIRE;0420003A;COLLEGE DU PILAT;42023;BOURG ARGENTAL;public;106.4
2021-2022;LYON;042;LOIRE;0420060M;COLLEGE PAPIRE MASSON;42230;SAINT GERMAIN LAVAL;public;106.6
2021-2022;LYON;042;LOIRE;0420062P;COLLEGE LE BREUIL;42248;SAINT JUST EN CHEVALET;public;106.3
2021-2022;LYON;042;LOIRE;0420968Z;COLLEGE ENNEMOND RICHARD;42207;SAINT CHAMOND;public;89.8
2021-2022;LYON;042;LOIRE;0421016B;COLLEGE PRIVE SAINTE MARIE;42218;SAINT ETIENNE;privé sous contrat;83.8
2021-2022;LYON;042;LOIRE;0421058X;COLLEGE PRIVE SAINTE STEPHANIE;42222;SAINT GALMIER;privé sous contrat;110.3
2021-2022;LYON;042;LOIRE;0421068H;COLLEGE LE BOIS DE LA RIVE;42316;UNIEUX;public;102.6
2021-2022;LYON;042;LOIRE;0421454C;COLLEGE MARIO MEUNIER;42147;MONTBRISON;public;111.1
2021-2022;LYON;042;LOIRE;0421487N;COLLEGE JACQUES PREVERT;42005;ANDREZIEUX BOUTHEON;public;101.4
2021-2022;LYON;042;LOIRE;0421607U;COLLEGE JULES ROMAINS;42222;SAINT GALMIER;public;115.1
2021-2022;LYON;042;LOIRE;0421683B;COLLEGE JULES FERRY;42187;ROANNE;public;91.1
2021-2022;LYON;042;LOIRE;0421798B;COLLEGE PRIVE ENSEMBLE SCOLAIRE LA SALLE;42218;SAINT ETIENNE;privé sous contrat;89.5
2021-2022;LYON;042;LOIRE;0421799C;COLLEGE PRIVE SAINTE MARIE LA GRAND GRANGE;42207;SAINT CHAMOND;privé sous contrat;112.6
2021-2022;LYON;042;LOIRE;0421800D;COLLEGE PRIVE NOTRE DAME;42052;CHARLIEU;privé sous contrat;101.8
2021-2022;LYON;042;LOIRE;0421801E;COLLEGE PRIVE SAINT PAUL;42218;SAINT ETIENNE;privé sous contrat;114.4
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430002U;COLLEGE DES FONTILLES;43033;BLESLE;public;100.6
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430006Y;COLLEGE HENRI POURRAT;43048;LA CHAISE DIEU;public;107.0
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430010C;COLLEGE DES HAUTS DE L ARZON;43080;CRAPONNE SUR ARZON;public;103.1
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430017K;COLLEGE LAURENT EYNAC;43135;LE MONASTIER SUR GAZEILLE;public;111.3
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430027W;COLLEGE ROGER RUEL;43177;SAINT DIDIER EN VELAY;public;111.1
2021-2022;CLERMONT-FERRAND;043;HAUTE-LOIRE;0430043N;COLLEGE JULES VALLES;43157;LE PUY EN VELAY;public;101.4
